bias_lya*(1+beta_lya) beta_lya ap at alpha_lya SigmaNL_perp 1+f bao_amp bias_lls beta_lls L0_lls bias_gamma bias_prim lambda_uv bias_qso growth_rate drp Lpar_cross Lper_cross qso_evol_0 qso_evol_1 sigma_velo_lorentz qso_rad_strength qso_rad_asymmetry qso_rad_lifetime qso_rad_decrease bias_Si2c beta_Si2c alpha_Si2c bias_Si3 beta_Si3 alpha_Si3 bias_Si2b beta_Si2b alpha_Si2b bias_Si2a beta_Si2a alpha_Si2a qso_metal_boost chi2
-0.326049482751 1.82445555588 0.600502512563 0.867143433033 2.9 3.26 1.966 1.0 0.035735028657 0.586691553693 60.4839210589 -0.343168405836 -0.666666666667 300.0 3.87084 0.97076 -0.930821786559 4.0 4.0 0.53 0.289 5.8862021852 0.364022001601 0.0 inf 300.0 -0.000316636500585 0.5 1.0 -0.00671914033271 0.5 1.0 -0.00401973016111 0.5 1.0 -0.00123950873795 0.5 1.0 1.0 2587.59040985
-0.325804864815 1.83174824818 0.605527638191 0.864649397933 2.9 3.26 1.966 1.0 0.0356662095021 0.586488054514 60.4125833136 -0.344879125512 -0.666666666667 300.0 3.87084 0.97076 -0.930945791422 4.0 4.0 0.53 0.289 5.89564022392 0.359048716259 0.0 inf 300.0 -0.000329209924442 0.5 1.0 -0.00671350282236 0.5 1.0 -0.00401718224186 0.5 1.0 -0.00123861907831 0.5 1.0 1.0 2588.41195316
-0.325580594428 1.83916942353 0.610552763819 0.862250660843 2.9 3.26 1.966 1.0 0.0355879137718 0.58633650572 60.3594001613 -0.346395281902 -0.666666666667 300.0 3.87084 0.97076 -0.931327787156 4.0 4.0 0.53 0.289 5.90493231484 0.354171418187 0.0 inf 300.0 -0.000339808711244 0.5 1.0 -0.00670820539947 0.5 1.0 -0.00401297386058 0.5 1.0 -0.00123996581831 0.5 1.0 1.0 2589.28203661
-0.325363097575 1.84677144477 0.615577889447 0.860023335892 2.9 3.26 1.966 1.0 0.0355065762138 0.586365340868 60.3083793009 -0.34777597439 -0.666666666667 300.0 3.87084 0.97076 -0.931702267562 4.0 4.0 0.53 0.289 5.91572367352 0.348986888887 0.0 inf 300.0 -0.000355889575603 0.5 1.0 -0.00670328996571 0.5 1.0 -0.0040093637503 0.5 1.0 -0.00124232419114 0.5 1.0 1.0 2590.19717177
-0.325176138854 1.85495446874 0.620603015075 0.85803409043 2.9 3.26 1.966 1.0 0.0354196197481 0.586352416597 60.2604581533 -0.348948731537 -0.666666666667 300.0 3.87084 0.97076 -0.931957390003 4.0 4.0 0.53 0.289 5.92774235257 0.343608792501 0.0 inf 300.0 -0.000367751381352 0.5 1.0 -0.00669930813944 0.5 1.0 -0.00400485388092 0.5 1.0 -0.00124516734169 0.5 1.0 1.0 2591.15348611
-0.32500128246 1.86348441866 0.625628140704 0.856377895492 2.9 3.26 1.966 1.0 0.0353319322832 0.586193014026 60.2203722374 -0.350078261646 -0.666666666667 300.0 3.87084 0.97076 -0.932447256094 4.0 4.0 0.53 0.289 5.94008577506 0.338242215323 0.0 inf 300.0 -0.000377515631488 0.5 1.0 -0.00669377344787 0.5 1.0 -0.00400225959944 0.5 1.0 -0.00124674493118 0.5 1.0 1.0 2592.1465825
-0.324861720168 1.87214943639 0.630653266332 0.855084272688 2.9 3.26 1.966 1.0 0.0352382526329 0.586138014636 60.1831642961 -0.350915335749 -0.666666666667 300.0 3.87084 0.97076 -0.932768113176 4.0 4.0 0.53 0.289 5.9537498992 0.332735089218 0.0 inf 300.0 -0.000387024023666 0.5 1.0 -0.00668932289246 0.5 1.0 -0.00399903321051 0.5 1.0 -0.0012496407786 0.5 1.0 1.0 2593.17185976
-0.324753958528 1.88100617762 0.63567839196 0.854240863836 2.9 3.26 1.966 1.0 0.0351393399452 0.586051962158 60.1499875793 -0.351535546294 -0.666666666667 300.0 3.87084 0.97076 -0.933026172758 4.0 4.0 0.53 0.289 5.96832962469 0.327215558042 0.0 inf 300.0 -0.000395305154224 0.5 1.0 -0.006684773065 0.5 1.0 -0.00399630270807 0.5 1.0 -0.00125269523107 0.5 1.0 1.0 2594.22438137
-0.324678967708 1.89006817971 0.640703517588 0.853983797563 2.9 3.26 1.966 1.0 0.0350338040118 0.58598257784 60.1192723025 -0.351939882161 -0.666666666667 300.0 3.87084 0.97076 -0.933189530673 4.0 4.0 0.53 0.289 5.98388567395 0.321712258798 0.0 inf 300.0 -0.000402700266333 0.5 1.0 -0.0066793002125 0.5 1.0 -0.0039942412815 0.5 1.0 -0.00125538673476 0.5 1.0 1.0 2595.29887808
-0.324630239208 1.89890610735 0.645728643216 0.854417317099 2.9 3.26 1.966 1.0 0.034927687224 0.58579054844 60.0987386628 -0.352125659809 -0.666666666667 300.0 3.87084 0.97076 -0.933319951986 4.0 4.0 0.53 0.289 5.99978687645 0.316324927236 0.0 inf 300.0 -0.000408105332263 0.5 1.0 -0.00667264406324 0.5 1.0 -0.00399254421779 0.5 1.0 -0.00125853391284 0.5 1.0 1.0 2596.38956105
-0.324618357816 1.90793281096 0.650753768844 0.85587671312 2.9 3.26 1.966 1.0 0.0348208894759 0.585604781143 60.0827840823 -0.352039641275 -0.666666666667 300.0 3.87084 0.97076 -0.933292515198 4.0 4.0 0.53 0.289 6.01715021493 0.310896881379 0.0 inf 300.0 -0.00041217454667 0.5 1.0 -0.00666575206164 0.5 1.0 -0.00399073329845 0.5 1.0 -0.00126216961891 0.5 1.0 1.0 2597.49010872
-0.324657718939 1.91620144399 0.655778894472 0.858270436422 2.9 3.26 1.966 1.0 0.0347148830974 0.585257602208 60.0713890444 -0.351653932403 -0.666666666667 300.0 3.87084 0.97076 -0.933379380065 4.0 4.0 0.53 0.289 6.03447519852 0.305883288778 0.0 inf 300.0 -0.000413475143962 0.5 1.0 -0.00665873108861 0.5 1.0 -0.00398909962916 0.5 1.0 -0.00126736458817 0.5 1.0 1.0 2598.59356842
-0.324735141 1.92443764412 0.660804020101 0.861676024416 2.9 3.26 1.966 1.0 0.0346083725354 0.585060125224 60.0597778293 -0.350998483494 -0.666666666667 300.0 3.87084 0.97076 -0.933409748251 4.0 4.0 0.53 0.289 6.05260921559 0.300957580809 0.0 inf 300.0 -0.000413162252448 0.5 1.0 -0.00665319075956 0.5 1.0 -0.00398770942959 0.5 1.0 -0.00127194105111 0.5 1.0 1.0 2599.69206006
-0.324867941253 1.93248513558 0.665829145729 0.866225396899 2.9 3.26 1.966 1.0 0.034495435826 0.584909674757 60.0494945614 -0.349932370203 -0.666666666667 300.0 3.87084 0.97076 -0.933538988667 4.0 4.0 0.53 0.289 6.07172076793 0.296068514408 0.0 inf 300.0 -0.000411327987788 0.5 1.0 -0.00664938880569 0.5 1.0 -0.0039862368444 0.5 1.0 -0.00127681135643 0.5 1.0 1.0 2600.77685319
-0.325037783036 1.9399030239 0.670854271357 0.87185138903 2.9 3.26 1.966 1.0 0.03439325832 0.584484143968 60.0458764981 -0.348622417066 -0.666666666667 300.0 3.87084 0.97076 -0.93352645768 4.0 4.0 0.53 0.289 6.0910023003 0.291538169458 0.0 inf 300.0 -0.000406359344859 0.5 1.0 -0.0066413208634 0.5 1.0 -0.00398416255051 0.5 1.0 -0.00128386136081 0.5 1.0 1.0 2601.83851003
-0.325241815487 1.9473135808 0.675879396985 0.878045771085 2.9 3.26 1.966 1.0 0.034285399348 0.584158363078 60.0545475388 -0.347058842682 -0.666666666667 300.0 3.87084 0.97076 -0.933351981373 4.0 4.0 0.53 0.289 6.11063844653 0.287188014008 0.0 inf 300.0 -0.000399287410842 0.5 1.0 -0.00663239411064 0.5 1.0 -0.00398367640324 0.5 1.0 -0.00129047877877 0.5 1.0 1.0 2602.86724653
-0.325469141478 1.9547698349 0.680904522613 0.88433857767 2.9 3.26 1.966 1.0 0.0341729719782 0.583966541025 60.0647404895 -0.345270228935 -0.666666666667 300.0 3.87084 0.97076 -0.933123866055 4.0 4.0 0.53 0.289 6.13082429481 0.282842453356 0.0 inf 300.0 -0.00039169408574 0.5 1.0 -0.00662556197719 0.5 1.0 -0.00398585716737 0.5 1.0 -0.00129336181132 0.5 1.0 1.0 2603.85416463
-0.325725136091 1.96197542341 0.685929648241 0.891050324455 2.9 3.26 1.966 1.0 0.0340691000676 0.583632330345 60.083079684 -0.343256186552 -0.666666666667 300.0 3.87084 0.97076 -0.933004755435 4.0 4.0 0.53 0.289 6.15082308805 0.278629180204 0.0 inf 300.0 -0.000380895298805 0.5 1.0 -0.00662016563324 0.5 1.0 -0.00398615357715 0.5 1.0 -0.00129986274343 0.5 1.0 1.0 2604.79087826
-0.325995149613 1.9691228393 0.690954773869 0.89793409762 2.9 3.26 1.966 1.0 0.0339727131133 0.58325889278 60.1055057741 -0.341116684827 -0.666666666667 300.0 3.87084 0.97076 -0.932963374442 4.0 4.0 0.53 0.289 6.17056161931 0.274448263753 0.0 inf 300.0 -0.000366367365063 0.5 1.0 -0.00661614935227 0.5 1.0 -0.00398686543594 0.5 1.0 -0.00130718812885 0.5 1.0 1.0 2605.6694745
-0.326268656938 1.97655223482 0.695979899497 0.904802647978 2.9 3.26 1.966 1.0 0.0338742872112 0.582997573825 60.1366843201 -0.338856175001 -0.666666666667 300.0 3.87084 0.97076 -0.932895419521 4.0 4.0 0.53 0.289 6.19061352734 0.270149293422 0.0 inf 300.0 -0.000353201320929 0.5 1.0 -0.00661336156388 0.5 1.0 -0.00398767853094 0.5 1.0 -0.00131342778918 0.5 1.0 1.0 2606.48403808
-0.326619738344 1.98341659859 0.701005025126 0.911945669003 2.9 3.26 1.966 1.0 0.0337727162747 0.582717895293 60.1562062508 -0.336182696361 -0.666666666667 300.0 3.87084 0.97076 -0.932889725855 4.0 4.0 0.53 0.289 6.21100771196 0.266355530791 0.0 inf 300.0 -0.000337549998598 0.5 1.0 -0.00661053619589 0.5 1.0 -0.0039881668861 0.5 1.0 -0.0013205260507 0.5 1.0 1.0 2607.22892598
-0.32697158879 1.98997593036 0.706030150754 0.919008052581 2.9 3.26 1.966 1.0 0.0336674004003 0.582458202508 60.1867124649 -0.333454139851 -0.666666666667 300.0 3.87084 0.97076 -0.933095024379 4.0 4.0 0.53 0.289 6.23064160127 0.26281874759 0.0 inf 300.0 -0.00031962385911 0.5 1.0 -0.00660946595771 0.5 1.0 -0.00398774008851 0.5 1.0 -0.00132600601518 0.5 1.0 1.0 2607.89964698
-0.32734400732 1.99565766099 0.711055276382 0.926202259886 2.9 3.26 1.966 1.0 0.0335770954823 0.581752933394 60.2229791104 -0.330556758586 -0.666666666667 300.0 3.87084 0.97076 -0.933183384931 4.0 4.0 0.53 0.289 6.24864145357 0.259700077739 0.0 inf 300.0 -0.000298570120295 0.5 1.0 -0.00661077511485 0.5 1.0 -0.00398911445433 0.5 1.0 -0.00133248481416 0.5 1.0 1.0 2608.49336406
-0.327689084836 2.0021155395 0.71608040201 0.933459185607 2.9 3.26 1.966 1.0 0.0335080207069 0.581196009364 60.2655295659 -0.327766476855 -0.666666666667 300.0 3.87084 0.97076 -0.933470127128 4.0 4.0 0.53 0.289 6.26703752701 0.256256426213 0.0 inf 300.0 -0.000278786840445 0.5 1.0 -0.00661391543259 0.5 1.0 -0.00398995050344 0.5 1.0 -0.00134071962256 0.5 1.0 1.0 2609.00721714
-0.328099376781 2.00906827281 0.721105527638 0.940836086459 2.9 3.26 1.966 1.0 0.0333929303737 0.580466123752 60.2779615894 -0.324690724959 -0.666666666667 300.0 3.87084 0.97076 -0.933774533848 4.0 4.0 0.53 0.289 6.28681314194 0.252827337354 0.0 inf 300.0 -0.000259478974406 0.5 1.0 -0.00662099051432 0.5 1.0 -0.00398335665763 0.5 1.0 -0.00135666852484 0.5 1.0 1.0 2609.43967533
-0.328550653966 2.01400824863 0.726130653266 0.948665186806 2.9 3.26 1.966 1.0 0.0332819174434 0.579925232124 60.3114318783 -0.321289508323 -0.666666666667 300.0 3.87084 0.97076 -0.933948882661 4.0 4.0 0.53 0.289 6.30358058409 0.250376746752 0.0 inf 300.0 -0.000231699205295 0.5 1.0 -0.00662877590848 0.5 1.0 -0.00398519687783 0.5 1.0 -0.00136598297454 0.5 1.0 1.0 2609.78956071
-0.328994310044 2.01797449583 0.731155778894 0.957051581979 2.9 3.26 1.966 1.0 0.0332020741064 0.579790172195 60.3514408656 -0.317854433044 -0.666666666667 300.0 3.87084 0.97076 -0.934510906877 4.0 4.0 0.53 0.289 6.31934134215 0.248156327119 0.0 inf 300.0 -0.000202174460018 0.5 1.0 -0.00663701692492 0.5 1.0 -0.00398832989919 0.5 1.0 -0.00136618574158 0.5 1.0 1.0 2610.05617086
-0.329452567264 2.02282222815 0.736180904523 0.966613573873 2.9 3.26 1.966 1.0 0.0331028984213 0.579292178256 60.3805253978 -0.314471711204 -0.666666666667 300.0 3.87084 0.97076 -0.934315128396 4.0 4.0 0.53 0.289 6.33525413913 0.246003270588 0.0 inf 300.0 -0.000172806633049 0.5 1.0 -0.00663833861216 0.5 1.0 -0.00399719123574 0.5 1.0 -0.00135772477588 0.5 1.0 1.0 2610.23949756
-0.334507081345 1.88686149932 0.741206030151 1.36353287337 2.9 3.26 1.966 1.0 0.0323239647631 0.576533251232 60.7179105323 -0.276385986077 -0.666666666667 300.0 3.87084 0.97076 -0.931305466129 4.0 4.0 0.53 0.289 6.17712721212 0.326852642326 0.0 inf 300.0 -1.78355154642e-05 0.5 1.0 -0.00680472489158 0.5 1.0 -0.00400474238902 0.5 1.0 -0.00133586237168 0.5 1.0 1.0 2601.69447497
-0.33487386869 1.88716759581 0.746231155779 1.36274845956 2.9 3.26 1.966 1.0 0.032209615431 0.576250337964 60.7281519285 -0.273936179432 -0.666666666667 300.0 3.87084 0.97076 -0.932769801033 4.0 4.0 0.53 0.289 6.18071849942 0.327848096975 0.0 inf 300.0 4.49860029538e-06 0.5 1.0 -0.00682478270546 0.5 1.0 -0.0040085976126 0.5 1.0 -0.00132868475801 0.5 1.0 1.0 2601.54412074
-0.335208157964 1.89068955566 0.751256281407 1.36169749272 2.9 3.26 1.966 1.0 0.0321153666132 0.57592804995 60.7501974297 -0.271697320459 -0.666666666667 300.0 3.87084 0.97076 -0.931868209854 4.0 4.0 0.53 0.289 6.19183920859 0.32682249375 0.0 inf 300.0 2.36359133136e-05 0.5 1.0 -0.00682849007483 0.5 1.0 -0.00399348805385 0.5 1.0 -0.00133519295325 0.5 1.0 1.0 2601.36959567
-0.335498798083 1.89212758364 0.756281407035 1.36048098422 2.9 3.26 1.966 1.0 0.0320272033858 0.575251619364 60.7770262234 -0.269544855273 -0.666666666667 300.0 3.87084 0.97076 -0.932640670032 4.0 4.0 0.53 0.289 6.19850504468 0.326695420349 0.0 inf 300.0 5.29034200967e-05 0.5 1.0 -0.00683515294164 0.5 1.0 -0.00399906099612 0.5 1.0 -0.00134183143047 0.5 1.0 1.0 2601.17337247
-0.335843585886 1.89281805107 0.761306532663 1.35925769717 2.9 3.26 1.966 1.0 0.0319384488683 0.57488402133 60.8124808195 -0.267056262709 -0.666666666667 300.0 3.87084 0.97076 -0.932390699278 4.0 4.0 0.53 0.289 6.20612964364 0.326761736058 0.0 inf 300.0 7.65718577396e-05 0.5 1.0 -0.00683907424655 0.5 1.0 -0.00399536672694 0.5 1.0 -0.00134672657613 0.5 1.0 1.0 2600.95756246
-0.336141215787 1.89361038714 0.766331658291 1.35803429359 2.9 3.26 1.966 1.0 0.031843530032 0.573971657964 60.8101622152 -0.265052419452 -0.666666666667 300.0 3.87084 0.97076 -0.932485319022 4.0 4.0 0.53 0.289 6.21215665689 0.326874165839 0.0 inf 300.0 0.000100778344184 0.5 1.0 -0.00684634113241 0.5 1.0 -0.00399569069667 0.5 1.0 -0.00134577099524 0.5 1.0 1.0 2600.72451007
-0.336469371659 1.89516241194 0.77135678392 1.35632796215 2.9 3.26 1.966 1.0 0.0317644303654 0.574026571718 60.852959895 -0.262700667921 -0.666666666667 300.0 3.87084 0.97076 -0.932724092268 4.0 4.0 0.53 0.289 6.21935124126 0.326912175081 0.0 inf 300.0 0.000130158556568 0.5 1.0 -0.00684976630947 0.5 1.0 -0.00399399723977 0.5 1.0 -0.0013484969298 0.5 1.0 1.0 2600.47628439
-0.336805942218 1.89728517383 0.776381909548 1.35453946243 2.9 3.26 1.966 1.0 0.031666623843 0.572660095451 60.855556015 -0.260475349333 -0.666666666667 300.0 3.87084 0.97076 -0.93232801385 4.0 4.0 0.53 0.289 6.22863991359 0.326758921795 0.0 inf 300.0 0.000155397744752 0.5 1.0 -0.00685049753341 0.5 1.0 -0.00399521931545 0.5 1.0 -0.00134722583745 0.5 1.0 1.0 2600.21491498
-0.337164392109 1.89839535955 0.781407035176 1.35247079283 2.9 3.26 1.966 1.0 0.0315874646064 0.571531510626 60.8777480896 -0.2580514119 -0.666666666667 300.0 3.87084 0.97076 -0.932591155964 4.0 4.0 0.53 0.289 6.23570527415 0.32694451962 0.0 inf 300.0 0.000181892374314 0.5 1.0 -0.00685269545816 0.5 1.0 -0.00399993256596 0.5 1.0 -0.00134453074952 0.5 1.0 1.0 2599.94224238
-0.337510794153 1.89927474043 0.786432160804 1.35082067625 2.9 3.26 1.966 1.0 0.0314871236132 0.572842742577 60.8899955771 -0.255657006741 -0.666666666667 300.0 3.87084 0.97076 -0.932546825354 4.0 4.0 0.53 0.289 6.24421951389 0.326662922882 0.0 inf 300.0 0.000208941796324 0.5 1.0 -0.00686782161462 0.5 1.0 -0.00399910163316 0.5 1.0 -0.00134548954312 0.5 1.0 1.0 2599.66022267
