#bias_lya*(1+beta_lya) beta_lya ap at alpha_lya SigmaNL_perp 1+f bao_amp bias_lls beta_lls L0_lls bias_gamma bias_prim lambda_uv bias_qso growth_rate drp Lpar_cross Lper_cross qso_evol_0 qso_evol_1 sigma_velo_lorentz qso_rad_strength qso_rad_asymmetry qso_rad_lifetime qso_rad_decrease bias_Si2c beta_Si2c alpha_Si2c bias_Si3 beta_Si3 alpha_Si3 bias_Si2b beta_Si2b alpha_Si2b bias_Si2a beta_Si2a alpha_Si2a qso_metal_boost chi2
-0.342088392138 1.91458192937 0.855555555556 1.36206896552 2.9 3.26 1.966 1.0 0.0304485843524 0.56534115627 61.3749706566 -0.222141902195 -0.666666666667 300.0 3.87084 0.97076 -0.933351973813 4.0 4.0 0.53 0.289 6.34269594496 0.327733403203 0.0 inf 300.0 0.00062395726516 0.5 1.0 -0.00694017253784 0.5 1.0 -0.0039949181955 0.5 1.0 -0.00136305496353 0.5 1.0 1.0 2595.74410205
-0.342179605819 1.9157751367 0.855555555556 1.38965517241 2.9 3.26 1.966 1.0 0.030424420868 0.565708623817 61.4224476588 -0.220764649108 -0.666666666667 300.0 3.87084 0.97076 -0.933635381075 4.0 4.0 0.53 0.289 6.34696568627 0.326369170609 0.0 inf 300.0 0.000625378421045 0.5 1.0 -0.00694480394787 0.5 1.0 -0.00399158366769 0.5 1.0 -0.00136650499633 0.5 1.0 1.0 2596.0644912
-0.342264918774 1.9181886893 0.855555555556 1.41724137931 2.9 3.26 1.966 1.0 0.0304076370187 0.566005963048 61.4683517008 -0.219446864326 -0.666666666667 300.0 3.87084 0.97076 -0.93399842635 4.0 4.0 0.53 0.289 6.35347053039 0.324267021489 0.0 inf 300.0 0.000627283123215 0.5 1.0 -0.00694878558663 0.5 1.0 -0.00398866890967 0.5 1.0 -0.00137021594479 0.5 1.0 1.0 2596.42055338
-0.342314655828 1.92060674718 0.855555555556 1.44482758621 2.9 3.26 1.966 1.0 0.0304062275306 0.566248805176 61.510238169 -0.218400032734 -0.666666666667 300.0 3.87084 0.97076 -0.934319406924 4.0 4.0 0.53 0.289 6.35909710596 0.322225086369 0.0 inf 300.0 0.000630670948786 0.5 1.0 -0.00695192774296 0.5 1.0 -0.00398614283853 0.5 1.0 -0.00137402745844 0.5 1.0 1.0 2596.75905308
-0.342358194133 1.92238238679 0.855555555556 1.4724137931 2.9 3.26 1.966 1.0 0.0304282859802 0.566586770892 61.5515444266 -0.217555491661 -0.666666666667 300.0 3.87084 0.97076 -0.934557672154 4.0 4.0 0.53 0.289 6.36354542928 0.320668487958 0.0 inf 300.0 0.000633922826134 0.5 1.0 -0.00695410027481 0.5 1.0 -0.00398362557541 0.5 1.0 -0.00137739135251 0.5 1.0 1.0 2597.03761062
-0.342392780294 1.92502307914 0.855555555556 1.5 2.9 3.26 1.966 1.0 0.0304338296362 0.566508689567 61.6305528524 -0.216897775567 -0.666666666667 300.0 3.87084 0.97076 -0.934032862814 4.0 4.0 0.53 0.289 6.36717448279 0.31920416799 0.0 inf 300.0 0.00064361944543 0.5 1.0 -0.0069466361427 0.5 1.0 -0.00397261361926 0.5 1.0 -0.00138413439642 0.5 1.0 1.0 2597.22470302
-0.34428515606 2.44930801078 0.911111111111 0.7 2.9 3.26 1.966 1.0 0.0273307583053 0.55220956828 60.958894276 -0.202486705784 -0.666666666667 300.0 3.87084 0.97076 -0.939371340653 4.0 4.0 0.53 0.289 7.25595576661 0.0648827821942 0.0 inf 300.0 0.000886845955884 0.5 1.0 -0.00674303812868 0.5 1.0 -0.0039355088047 0.5 1.0 -0.00141277105306 0.5 1.0 1.0 2623.17504396
-0.344394440634 2.39712221252 0.911111111111 0.727586206897 2.9 3.26 1.966 1.0 0.0273430099012 0.554447280293 61.0654853218 -0.202063751552 -0.666666666667 300.0 3.87084 0.97076 -0.937698869615 4.0 4.0 0.53 0.289 7.17973170919 0.0883009436639 0.0 inf 300.0 0.000886729306481 0.5 1.0 -0.00674033802913 0.5 1.0 -0.00393814393724 0.5 1.0 -0.00141384991951 0.5 1.0 1.0 2620.71743656
-0.344319426476 2.32822692028 0.911111111111 0.755172413793 2.9 3.26 1.966 1.0 0.0275322465524 0.554945700668 61.1586209114 -0.203698829862 -0.666666666667 300.0 3.87084 0.97076 -0.935436536247 4.0 4.0 0.53 0.289 7.07424320345 0.120209257899 0.0 inf 300.0 0.000885791958547 0.5 1.0 -0.00674322716177 0.5 1.0 -0.00393980824558 0.5 1.0 -0.00141433490951 0.5 1.0 1.0 2617.04284177
-0.344139827947 2.25248753251 0.911111111111 0.78275862069 2.9 3.26 1.966 1.0 0.0278314122137 0.554115783949 61.225277634 -0.206706941592 -0.666666666667 300.0 3.87084 0.97076 -0.934259923463 4.0 4.0 0.53 0.289 6.95289915059 0.156923444128 0.0 inf 300.0 0.000888993559881 0.5 1.0 -0.00675888085152 0.5 1.0 -0.00394283277085 0.5 1.0 -0.00141915296611 0.5 1.0 1.0 2612.61674609
-0.343887541412 2.18131552417 0.911111111111 0.810344827586 2.9 3.26 1.966 1.0 0.0282177179963 0.554206851627 61.2783401733 -0.2106919245 -0.666666666667 300.0 3.87084 0.97076 -0.933229068445 4.0 4.0 0.53 0.289 6.83286515004 0.193731796125 0.0 inf 300.0 0.000890978481955 0.5 1.0 -0.00676470120421 0.5 1.0 -0.00395105621546 0.5 1.0 -0.00141694048498 0.5 1.0 1.0 2607.9231362
-0.34293717489 2.10658590428 0.911111111111 0.837931034483 2.9 3.26 1.966 1.0 0.0288911607416 0.555308874334 61.3428928881 -0.219253306235 -0.666666666667 300.0 3.87084 0.97076 -0.932317041224 4.0 4.0 0.53 0.289 6.68722349493 0.232965854716 0.0 inf 300.0 0.000892054711343 0.5 1.0 -0.00677869963572 0.5 1.0 -0.00396421132244 0.5 1.0 -0.00141171042629 0.5 1.0 1.0 2603.38809085
-0.343402610058 2.06388527809 0.911111111111 0.865517241379 2.9 3.26 1.966 1.0 0.0290999622072 0.554635267954 61.3515895207 -0.218517132358 -0.666666666667 300.0 3.87084 0.97076 -0.932316732795 4.0 4.0 0.53 0.289 6.62374853923 0.258232927872 0.0 inf 300.0 0.000897651384473 0.5 1.0 -0.00679853642776 0.5 1.0 -0.00397515578213 0.5 1.0 -0.00141086599109 0.5 1.0 1.0 2599.36633811
-0.343711622481 2.03298888022 0.911111111111 0.893103448276 2.9 3.26 1.966 1.0 0.0293099121146 0.55440164721 61.3646947802 -0.21794597867 -0.666666666667 300.0 3.87084 0.97076 -0.932235690839 4.0 4.0 0.53 0.289 6.57512346625 0.276566108209 0.0 inf 300.0 0.000904082069368 0.5 1.0 -0.00681779157029 0.5 1.0 -0.00398625670137 0.5 1.0 -0.00140913452514 0.5 1.0 1.0 2596.16440149
-0.343887015372 2.01422210386 0.911111111111 0.920689655172 2.9 3.26 1.966 1.0 0.0295199208693 0.55478815792 61.3768009519 -0.217471760863 -0.666666666667 300.0 3.87084 0.97076 -0.932369531728 4.0 4.0 0.53 0.289 6.54381288458 0.287440852443 0.0 inf 300.0 0.000912563994159 0.5 1.0 -0.00683860259508 0.5 1.0 -0.00399727897704 0.5 1.0 -0.00140692551906 0.5 1.0 1.0 2593.96119596
-0.343973321879 2.00632523316 0.911111111111 0.948275862069 2.9 3.26 1.966 1.0 0.0297172010981 0.555384466783 61.3838612076 -0.216954814185 -0.666666666667 300.0 3.87084 0.97076 -0.932857007068 4.0 4.0 0.53 0.289 6.52993252529 0.291556845814 0.0 inf 300.0 0.000920100587447 0.5 1.0 -0.00685928437968 0.5 1.0 -0.00400834735596 0.5 1.0 -0.00140301006583 0.5 1.0 1.0 2592.73670214
-0.344037499903 2.00573894242 0.911111111111 0.975862068966 2.9 3.26 1.966 1.0 0.0298799552498 0.556130583825 61.3874448095 -0.216118931636 -0.666666666667 300.0 3.87084 0.97076 -0.933589450734 4.0 4.0 0.53 0.289 6.52879978692 0.291092227819 0.0 inf 300.0 0.000927205327056 0.5 1.0 -0.00688009693821 0.5 1.0 -0.00401822321576 0.5 1.0 -0.00139831316867 0.5 1.0 1.0 2592.28731874
-0.344105221275 2.00854752421 0.911111111111 1.00344827586 2.9 3.26 1.966 1.0 0.029995971267 0.556893975265 61.3893870941 -0.21494634568 -0.666666666667 300.0 3.87084 0.97076 -0.934371540237 4.0 4.0 0.53 0.289 6.53400552553 0.288454217536 0.0 inf 300.0 0.000932995458082 0.5 1.0 -0.00689987882725 0.5 1.0 -0.00402581095786 0.5 1.0 -0.00139336226352 0.5 1.0 1.0 2592.32989124
-0.344177462848 2.0117777045 0.911111111111 1.03103448276 2.9 3.26 1.966 1.0 0.0300671354786 0.557535161354 61.3898525535 -0.213581317772 -0.666666666667 300.0 3.87084 0.97076 -0.93511286311 4.0 4.0 0.53 0.289 6.54042235196 0.285498716638 0.0 inf 300.0 0.000935786332371 0.5 1.0 -0.00691664337884 0.5 1.0 -0.00403044327857 0.5 1.0 -0.00138771332355 0.5 1.0 1.0 2592.60631229
-0.344283578906 2.01301818181 0.911111111111 1.05862068966 2.9 3.26 1.966 1.0 0.0300874489058 0.558108369101 61.3939916585 -0.211937408812 -0.666666666667 300.0 3.87084 0.97076 -0.93552028597 4.0 4.0 0.53 0.289 6.54402855267 0.283762251285 0.0 inf 300.0 0.000937375313299 0.5 1.0 -0.00693238787631 0.5 1.0 -0.00403194929183 0.5 1.0 -0.00138343405461 0.5 1.0 1.0 2592.9266088
-0.344417501695 2.01125290091 0.911111111111 1.08620689655 2.9 3.26 1.966 1.0 0.0300683370037 0.558572741556 61.4029442957 -0.210162208746 -0.666666666667 300.0 3.87084 0.97076 -0.935724479741 4.0 4.0 0.53 0.289 6.54312794553 0.283905559907 0.0 inf 300.0 0.000937280113434 0.5 1.0 -0.00694509590571 0.5 1.0 -0.00403083969193 0.5 1.0 -0.00138018276266 0.5 1.0 1.0 2593.16622407
-0.344578010323 2.00609247706 0.911111111111 1.11379310345 2.9 3.26 1.966 1.0 0.0300201234266 0.558899713097 61.4178825966 -0.208326848894 -0.666666666667 300.0 3.87084 0.97076 -0.935723313205 4.0 4.0 0.53 0.289 6.53704727615 0.286202164532 0.0 inf 300.0 0.000935574179909 0.5 1.0 -0.00695500198753 0.5 1.0 -0.00402738932213 0.5 1.0 -0.0013780163842 0.5 1.0 1.0 2593.25792598
-0.344758863855 1.9977654691 0.911111111111 1.14137931034 2.9 3.26 1.966 1.0 0.0299527974395 0.559091297981 61.4406523088 -0.206484470707 -0.666666666667 300.0 3.87084 0.97076 -0.935526797784 4.0 4.0 0.53 0.289 6.52602366473 0.290523445737 0.0 inf 300.0 0.000932441071871 0.5 1.0 -0.00696218132866 0.5 1.0 -0.00402235157527 0.5 1.0 -0.0013770864336 0.5 1.0 1.0 2593.18684767
-0.344947188237 1.98710819902 0.911111111111 1.16896551724 2.9 3.26 1.966 1.0 0.0298746600839 0.559188502986 61.4713171217 -0.204688237514 -0.666666666667 300.0 3.87084 0.97076 -0.935153730499 4.0 4.0 0.53 0.289 6.51117736835 0.296352499007 0.0 inf 300.0 0.000928162602342 0.5 1.0 -0.00696693424551 0.5 1.0 -0.00401612549912 0.5 1.0 -0.00137733519784 0.5 1.0 1.0 2592.98639381
-0.345123891261 1.97534913665 0.911111111111 1.19655172414 2.9 3.26 1.966 1.0 0.0297930617788 0.559252687473 61.5094734993 -0.202995300475 -0.666666666667 300.0 3.87084 0.97076 -0.934669781755 4.0 4.0 0.53 0.289 6.49416395316 0.302894558303 0.0 inf 300.0 0.000923130245763 0.5 1.0 -0.00696982283139 0.5 1.0 -0.00400900003039 0.5 1.0 -0.00137876250681 0.5 1.0 1.0 2592.72477565
-0.345420729981 1.96407848921 0.911111111111 1.22413793103 2.9 3.26 1.966 1.0 0.0298274134189 0.558299406969 61.5755463802 -0.201224345259 -0.666666666667 300.0 3.87084 0.97076 -0.933516445911 4.0 4.0 0.53 0.289 6.48417926343 0.309433515436 0.0 inf 300.0 0.000914619369963 0.5 1.0 -0.00697509902286 0.5 1.0 -0.00400852016988 0.5 1.0 -0.00138479809943 0.5 1.0 1.0 2592.48659445
-0.345556094099 1.95464656238 0.911111111111 1.25172413793 2.9 3.26 1.966 1.0 0.0297590522537 0.558449533166 61.6233207202 -0.199795974038 -0.666666666667 300.0 3.87084 0.97076 -0.933108376413 4.0 4.0 0.53 0.289 6.47069493873 0.314575609729 0.0 inf 300.0 0.000909839987368 0.5 1.0 -0.00697377683548 0.5 1.0 -0.00400338110243 0.5 1.0 -0.00138680644272 0.5 1.0 1.0 2592.34599224
-0.345639930265 1.94732929888 0.911111111111 1.27931034483 2.9 3.26 1.966 1.0 0.0297039219569 0.558560061873 61.6583046474 -0.198466271559 -0.666666666667 300.0 3.87084 0.97076 -0.932688575238 4.0 4.0 0.53 0.289 6.45989791662 0.318536690104 0.0 inf 300.0 0.000906136670632 0.5 1.0 -0.00697418780506 0.5 1.0 -0.00399319846128 0.5 1.0 -0.00138697067697 0.5 1.0 1.0 2592.3509023
-0.344954870321 1.92748960234 0.911111111111 1.30689655172 2.9 3.26 1.966 1.0 0.0299157219932 0.560634873348 61.7098997244 -0.202644410303 -0.666666666667 300.0 3.87084 0.97076 -0.932522207981 4.0 4.0 0.53 0.289 6.41077817922 0.328433398023 0.0 inf 300.0 0.000903946526698 0.5 1.0 -0.00697088554373 0.5 1.0 -0.00399581367367 0.5 1.0 -0.00138472213203 0.5 1.0 1.0 2592.50886121
-0.344994466313 1.92491791119 0.911111111111 1.33448275862 2.9 3.26 1.966 1.0 0.0299070314484 0.560997472278 61.7612427282 -0.201693034074 -0.666666666667 300.0 3.87084 0.97076 -0.932472719771 4.0 4.0 0.53 0.289 6.40813148113 0.329217238233 0.0 inf 300.0 0.000900275493877 0.5 1.0 -0.00697185709816 0.5 1.0 -0.00399316237701 0.5 1.0 -0.00138714016383 0.5 1.0 1.0 2592.80112001
-0.345015221654 1.92432776112 0.911111111111 1.36206896552 2.9 3.26 1.966 1.0 0.029908730022 0.561405072959 61.8088710779 -0.200819290811 -0.666666666667 300.0 3.87084 0.97076 -0.932591477627 4.0 4.0 0.53 0.289 6.40864144095 0.328729072075 0.0 inf 300.0 0.000897017773201 0.5 1.0 -0.00697350537102 0.5 1.0 -0.00399138482466 0.5 1.0 -0.00138930464861 0.5 1.0 1.0 2593.17862404
-0.345017686248 1.92479133449 0.911111111111 1.38965517241 2.9 3.26 1.966 1.0 0.0299229128215 0.561803717066 61.8544323531 -0.200066921382 -0.666666666667 300.0 3.87084 0.97076 -0.932837274998 4.0 4.0 0.53 0.289 6.41062627913 0.327558353625 0.0 inf 300.0 0.000894115269829 0.5 1.0 -0.00697587320457 0.5 1.0 -0.00399039535282 0.5 1.0 -0.0013912049437 0.5 1.0 1.0 2593.58634751
-0.345000899883 1.92554861099 0.911111111111 1.41724137931 2.9 3.26 1.966 1.0 0.0299507924467 0.56219217539 61.8951491704 -0.199484254488 -0.666666666667 300.0 3.87084 0.97076 -0.93316614857 4.0 4.0 0.53 0.289 6.41263733274 0.326205113335 0.0 inf 300.0 0.00089142548395 0.5 1.0 -0.00697893966845 0.5 1.0 -0.00399011491485 0.5 1.0 -0.00139268522598 0.5 1.0 1.0 2593.97337468
-0.344965833494 1.92594663202 0.911111111111 1.44482758621 2.9 3.26 1.966 1.0 0.0299931725846 0.562549322927 61.9309203656 -0.199099767332 -0.666666666667 300.0 3.87084 0.97076 -0.933529964517 4.0 4.0 0.53 0.289 6.41350670221 0.325093307336 0.0 inf 300.0 0.000888854171319 0.5 1.0 -0.00698260981744 0.5 1.0 -0.00399044808641 0.5 1.0 -0.00139371285921 0.5 1.0 1.0 2594.29828154
-0.344912896519 1.92554915194 0.911111111111 1.4724137931 2.9 3.26 1.966 1.0 0.030050014358 0.562875538163 61.9605533594 -0.198933029995 -0.666666666667 300.0 3.87084 0.97076 -0.933897249905 4.0 4.0 0.53 0.289 6.41243217505 0.324512008152 0.0 inf 300.0 0.000886301154179 0.5 1.0 -0.0069868163172 0.5 1.0 -0.00399130962746 0.5 1.0 -0.00139420402224 0.5 1.0 1.0 2594.53253625
-0.345516557428 1.93830559959 0.911111111111 1.5 2.9 3.26 1.966 1.0 0.029842564206 0.561961686847 62.007972168 -0.193945824685 -0.666666666667 300.0 3.87084 0.97076 -0.93462239106 4.0 4.0 0.53 0.289 6.44779811154 0.316845327368 0.0 inf 300.0 0.000879479378652 0.5 1.0 -0.00699103369017 0.5 1.0 -0.00398095659426 0.5 1.0 -0.00140761912478 0.5 1.0 1.0 2594.66054527
-0.348474745618 2.41295792156 0.966666666667 0.7 2.9 3.26 1.966 1.0 0.0263185916292 0.548456353495 61.360944945 -0.173093133716 -0.666666666667 300.0 3.87084 0.97076 -0.936375920217 4.0 4.0 0.53 0.289 7.26372515286 0.0885028536472 0.0 inf 300.0 0.00105340911386 0.5 1.0 -0.00681538302894 0.5 1.0 -0.00394759417013 0.5 1.0 -0.00141199407807 0.5 1.0 1.0 2615.28634314
-0.348283415139 2.34585399441 0.966666666667 0.727586206897 2.9 3.26 1.966 1.0 0.0265380442396 0.54789839148 61.3814738842 -0.175232863008 -0.666666666667 300.0 3.87084 0.97076 -0.934329452716 4.0 4.0 0.53 0.289 7.16025383142 0.118752549871 0.0 inf 300.0 0.00105512244992 0.5 1.0 -0.00682588705583 0.5 1.0 -0.00393901760352 0.5 1.0 -0.00141977646899 0.5 1.0 1.0 2611.79388223
-0.347942851946 2.26784097472 0.966666666667 0.755172413793 2.9 3.26 1.966 1.0 0.0268785817382 0.548034866234 61.4649483088 -0.179304210429 -0.666666666667 300.0 3.87084 0.97076 -0.933590214414 4.0 4.0 0.53 0.289 7.03223229081 0.156679771102 0.0 inf 300.0 0.00104418958941 0.5 1.0 -0.00683318606688 0.5 1.0 -0.00394629068525 0.5 1.0 -0.00141483207882 0.5 1.0 1.0 2607.25473524
-0.347571080215 2.1881244174 0.966666666667 0.78275862069 2.9 3.26 1.966 1.0 0.0273177505521 0.54854051192 61.5052475753 -0.184320107248 -0.666666666667 300.0 3.87084 0.97076 -0.931480683299 4.0 4.0 0.53 0.289 6.89538365661 0.198376817644 0.0 inf 300.0 0.00104872084645 0.5 1.0 -0.00684387640357 0.5 1.0 -0.00395473460435 0.5 1.0 -0.00141346362883 0.5 1.0 1.0 2602.23152346
-0.3471370169 2.11524548371 0.966666666667 0.810344827586 2.9 3.26 1.966 1.0 0.0278007624556 0.549281810146 61.5376371446 -0.190002813254 -0.666666666667 300.0 3.87084 0.97076 -0.930353245519 4.0 4.0 0.53 0.289 6.76546100806 0.237632970524 0.0 inf 300.0 0.00104792318496 0.5 1.0 -0.00685502716583 0.5 1.0 -0.00396493776547 0.5 1.0 -0.00141081125878 0.5 1.0 1.0 2597.24460667
-0.345863342348 2.03933193082 0.966666666667 0.837931034483 2.9 3.26 1.966 1.0 0.0285875776214 0.549827744121 61.6384348263 -0.20083719627 -0.666666666667 300.0 3.87084 0.97076 -0.930084431368 4.0 4.0 0.53 0.289 6.60725722242 0.278835982707 0.0 inf 300.0 0.00104637248497 0.5 1.0 -0.00686225020049 0.5 1.0 -0.00397742230121 0.5 1.0 -0.0014080931307 0.5 1.0 1.0 2592.71333001
-0.34628411276 1.99880971518 0.966666666667 0.865517241379 2.9 3.26 1.966 1.0 0.0288512509878 0.549572465484 61.6485745638 -0.200737905282 -0.666666666667 300.0 3.87084 0.97076 -0.929742443829 4.0 4.0 0.53 0.289 6.5450852091 0.304255834597 0.0 inf 300.0 0.00105039089953 0.5 1.0 -0.00688322264934 0.5 1.0 -0.00399173335892 0.5 1.0 -0.00140764408714 0.5 1.0 1.0 2588.96106116
-0.346515626009 1.97251713206 0.966666666667 0.893103448276 2.9 3.26 1.966 1.0 0.0290884107415 0.549566133918 61.6686401714 -0.200627088085 -0.666666666667 300.0 3.87084 0.97076 -0.929664862504 4.0 4.0 0.53 0.289 6.50265829733 0.32048784817 0.0 inf 300.0 0.00105340847105 0.5 1.0 -0.00690009854123 0.5 1.0 -0.00400330075585 0.5 1.0 -0.00140684006375 0.5 1.0 1.0 2586.2548293
-0.34658149996 1.95936664569 0.966666666667 0.920689655172 2.9 3.26 1.966 1.0 0.0293199443652 0.550044008316 61.69282991 -0.200640378491 -0.666666666667 300.0 3.87084 0.97076 -0.929975970062 4.0 4.0 0.53 0.289 6.48000066027 0.327999921009 0.0 inf 300.0 0.00105636427334 0.5 1.0 -0.00691659866806 0.5 1.0 -0.00401449086164 0.5 1.0 -0.00140528265933 0.5 1.0 1.0 2584.71454983
-0.346578054652 1.95700695379 0.966666666667 0.948275862069 2.9 3.26 1.966 1.0 0.0295319316042 0.550841061207 61.7158195932 -0.200412560975 -0.666666666667 300.0 3.87084 0.97076 -0.930603916598 4.0 4.0 0.53 0.289 6.47564815906 0.328419529828 0.0 inf 300.0 0.00105969167845 0.5 1.0 -0.00693399874612 0.5 1.0 -0.00402544901201 0.5 1.0 -0.00140297194265 0.5 1.0 1.0 2584.25107697
-0.346549289073 1.96190921477 0.966666666667 0.975862068966 2.9 3.26 1.966 1.0 0.0297061964759 0.551942885699 61.7288680478 -0.199889963157 -0.666666666667 300.0 3.87084 0.97076 -0.931580281121 4.0 4.0 0.53 0.289 6.4845309879 0.324100795414 0.0 inf 300.0 0.00106164479057 0.5 1.0 -0.00695112089546 0.5 1.0 -0.00403528196605 0.5 1.0 -0.00140044044442 0.5 1.0 1.0 2584.59769932
-0.34658416616 1.96861053795 0.966666666667 1.00344827586 2.9 3.26 1.966 1.0 0.0299265299235 0.552640465782 61.7496892056 -0.198798003275 -0.666666666667 300.0 3.87084 0.97076 -0.931984544144 4.0 4.0 0.53 0.289 6.50082512978 0.318026991017 0.0 inf 300.0 0.00106775150546 0.5 1.0 -0.00698050458452 0.5 1.0 -0.0040427733282 0.5 1.0 -0.00140572288219 0.5 1.0 1.0 2585.42592403
-0.346529655089 1.97611829595 0.966666666667 1.03103448276 2.9 3.26 1.966 1.0 0.0299878745062 0.55380258393 61.7753803623 -0.19773734318 -0.666666666667 300.0 3.87084 0.97076 -0.932882672487 4.0 4.0 0.53 0.289 6.51398578387 0.31171313099 0.0 inf 300.0 0.00106685662692 0.5 1.0 -0.00698991210607 0.5 1.0 -0.00404459507421 0.5 1.0 -0.00140386912111 0.5 1.0 1.0 2586.45006026
-0.34650138047 1.98170996534 0.966666666667 1.05862068966 2.9 3.26 1.966 1.0 0.0299998646489 0.554723442881 61.7968382641 -0.196516796313 -0.666666666667 300.0 3.87084 0.97076 -0.933347579661 4.0 4.0 0.53 0.289 6.52388340168 0.306744383827 0.0 inf 300.0 0.0010646722086 0.5 1.0 -0.00699775459879 0.5 1.0 -0.00404341022667 0.5 1.0 -0.00140239118829 0.5 1.0 1.0 2587.46802797
-0.34651480377 1.98408365146 0.966666666667 1.08620689655 2.9 3.26 1.966 1.0 0.0299724874806 0.555505420658 61.8244767554 -0.195153682499 -0.666666666667 300.0 3.87084 0.97076 -0.933790174663 4.0 4.0 0.53 0.289 6.52898992866 0.303905023565 0.0 inf 300.0 0.00106016240448 0.5 1.0 -0.00700343820679 0.5 1.0 -0.00403956556163 0.5 1.0 -0.00140117819875 0.5 1.0 1.0 2588.35117978
-0.346574649931 1.98267409163 0.966666666667 1.11379310345 2.9 3.26 1.966 1.0 0.0299162193942 0.556073478803 61.855989021 -0.193664872675 -0.666666666667 300.0 3.87084 0.97076 -0.933930849233 4.0 4.0 0.53 0.289 6.52835668827 0.30362631742 0.0 inf 300.0 0.00105376501048 0.5 1.0 -0.00700667662418 0.5 1.0 -0.00403425505351 0.5 1.0 -0.00140064824893 0.5 1.0 1.0 2589.03400934
-0.346674179522 1.97776790449 0.966666666667 1.14137931034 2.9 3.26 1.966 1.0 0.0298407806899 0.556473872699 61.8925823482 -0.1921216268 -0.666666666667 300.0 3.87084 0.97076 -0.933843928073 4.0 4.0 0.53 0.289 6.52240165081 0.305714209348 0.0 inf 300.0 0.00104625158613 0.5 1.0 -0.0070077232221 0.5 1.0 -0.00402840542379 0.5 1.0 -0.00140029625078 0.5 1.0 1.0 2589.50518099
-0.347034293472 1.97471115469 0.966666666667 1.16896551724 2.9 3.26 1.966 1.0 0.0296027997558 0.556630860071 61.9200426382 -0.188624257941 -0.666666666667 300.0 3.87084 0.97076 -0.934007183298 4.0 4.0 0.53 0.289 6.5231124707 0.307369268337 0.0 inf 300.0 0.00103716343356 0.5 1.0 -0.00700873058776 0.5 1.0 -0.00402425309054 0.5 1.0 -0.00139291985891 0.5 1.0 1.0 2589.79928683
-0.346925705833 1.96137700379 0.966666666667 1.19655172414 2.9 3.26 1.966 1.0 0.0296651090574 0.557004510807 61.974029597 -0.189073797717 -0.666666666667 300.0 3.87084 0.97076 -0.933374185103 4.0 4.0 0.53 0.289 6.50006137201 0.314308805155 0.0 inf 300.0 0.00102924375619 0.5 1.0 -0.00700545150201 0.5 1.0 -0.0040178360048 0.5 1.0 -0.00139787705235 0.5 1.0 1.0 2589.98329662
-0.347134472135 1.95410295177 0.966666666667 1.22413793103 2.9 3.26 1.966 1.0 0.029521811125 0.557046609086 62.0275514187 -0.186777897231 -0.666666666667 300.0 3.87084 0.97076 -0.93310077861 4.0 4.0 0.53 0.289 6.49114546943 0.318196451175 0.0 inf 300.0 0.00102045022239 0.5 1.0 -0.00700658107821 0.5 1.0 -0.00401152254829 0.5 1.0 -0.00139805908838 0.5 1.0 1.0 2590.13453876
-0.347105506438 1.94450186866 0.966666666667 1.25172413793 2.9 3.26 1.966 1.0 0.0294722547608 0.558142629509 62.0713652798 -0.18606342478 -0.666666666667 300.0 3.87084 0.97076 -0.932826688098 4.0 4.0 0.53 0.289 6.47442260382 0.322982815038 0.0 inf 300.0 0.00102074885334 0.5 1.0 -0.00700252656462 0.5 1.0 -0.00401367975145 0.5 1.0 -0.00139153740918 0.5 1.0 1.0 2590.32230254
-0.347154160552 1.93835529612 0.966666666667 1.27931034483 2.9 3.26 1.966 1.0 0.0294182010805 0.558323485635 62.1493986296 -0.184896779981 -0.666666666667 300.0 3.87084 0.97076 -0.932472414768 4.0 4.0 0.53 0.289 6.46589923136 0.325864392212 0.0 inf 300.0 0.00100947027654 0.5 1.0 -0.00700398046701 0.5 1.0 -0.00399872969585 0.5 1.0 -0.0014045571489 0.5 1.0 1.0 2590.58788781
-0.347181758008 1.93437824461 0.966666666667 1.30689655172 2.9 3.26 1.966 1.0 0.0293961610218 0.558823968272 62.2196134716 -0.184098630965 -0.666666666667 300.0 3.87084 0.97076 -0.932350063456 4.0 4.0 0.53 0.289 6.45949564901 0.327474164861 0.0 inf 300.0 0.000989775173679 0.5 1.0 -0.00700102108849 0.5 1.0 -0.00398865322167 0.5 1.0 -0.00141535997671 0.5 1.0 1.0 2590.94003477
-0.347170965285 1.93199996155 0.966666666667 1.33448275862 2.9 3.26 1.966 1.0 0.0294304195749 0.558189460089 62.246733177 -0.183687292587 -0.666666666667 300.0 3.87084 0.97076 -0.932086970384 4.0 4.0 0.53 0.289 6.45745294445 0.328088077408 0.0 inf 300.0 0.000988963960956 0.5 1.0 -0.00700147847053 0.5 1.0 -0.00398262734605 0.5 1.0 -0.0014179800937 0.5 1.0 1.0 2591.35703352
-0.347032228368 1.92909892822 0.966666666667 1.36206896552 2.9 3.26 1.966 1.0 0.0295343653554 0.558817262304 62.290565715 -0.184222182306 -0.666666666667 300.0 3.87084 0.97076 -0.932387267114 4.0 4.0 0.53 0.289 6.45167601294 0.328802671088 0.0 inf 300.0 0.000983967165289 0.5 1.0 -0.00700298761704 0.5 1.0 -0.00399323688853 0.5 1.0 -0.00141127735373 0.5 1.0 1.0 2591.79960971
