bias_lya*(1+beta_lya) beta_lya ap at alpha_lya SigmaNL_perp 1+f bao_amp bias_lls beta_lls L0_lls bias_gamma bias_prim lambda_uv Lpar_auto Lper_auto bias_Si3 beta_Si3 alpha_Si3 bias_Si2a beta_Si2a alpha_Si2a bias_Si2b beta_Si2b alpha_Si2b bias_Si2c beta_Si2c alpha_Si2c bias_CIVa beta_CIVa alpha_CIVa chi2
-0.35597287461 1.66287460643 1.06325449176 0.600502512563 2.9 3.26 1.966 1.0 -0.0313542512609 0.694987413421 24.4401570905 0.133617712626 -0.666666666667 300.0 4.0 4.0 -0.00297143410423 0.5 1.0 -0.00398230733919 0.5 1.0 -0.0031973394427 0.5 1.0 -0.00123533279172 0.5 1.0 -0.0147312994208 0.5 1.0 1258.89201448
-0.355979142041 1.66319446391 1.0640100209 0.605527638191 2.9 3.26 1.966 1.0 -0.0313749601668 0.694981011126 24.4426917261 0.133822759392 -0.666666666667 300.0 4.0 4.0 -0.00296832878403 0.5 1.0 -0.00398227324382 0.5 1.0 -0.00319745371139 0.5 1.0 -0.00124184325694 0.5 1.0 -0.0147277754308 0.5 1.0 1259.34620137
-0.355986357753 1.66345495354 1.06497849118 0.610552763819 2.9 3.26 1.966 1.0 -0.0313952578104 0.694993051404 24.4453946351 0.134039606357 -0.666666666667 300.0 4.0 4.0 -0.00296526334274 0.5 1.0 -0.00398236531145 0.5 1.0 -0.00319760543311 0.5 1.0 -0.00125002577474 0.5 1.0 -0.0147226481315 0.5 1.0 1259.75455125
-0.355994881216 1.66365443194 1.06612857044 0.615577889447 2.9 3.26 1.966 1.0 -0.0314150817827 0.695006287741 24.4482397022 0.134266277497 -0.666666666667 300.0 4.0 4.0 -0.00296228862868 0.5 1.0 -0.00398253232342 0.5 1.0 -0.00319786199968 0.5 1.0 -0.00125970887661 0.5 1.0 -0.0147167713594 0.5 1.0 1260.1098415
-0.356004479577 1.66378463785 1.06743614456 0.620603015075 2.9 3.26 1.966 1.0 -0.0314341333993 0.695031033646 24.4511947895 0.134500891409 -0.666666666667 300.0 4.0 4.0 -0.00295941323353 0.5 1.0 -0.00398278773116 0.5 1.0 -0.00319815475344 0.5 1.0 -0.00127070002257 0.5 1.0 -0.0147092979294 0.5 1.0 1260.40561754
-0.356015320293 1.66383876983 1.06888927583 0.625628140704 2.9 3.26 1.966 1.0 -0.0314522720738 0.695058653509 24.4542748826 0.13474425792 -0.666666666667 300.0 4.0 4.0 -0.00295666972357 0.5 1.0 -0.00398314616522 0.5 1.0 -0.00319852084883 0.5 1.0 -0.00128297269562 0.5 1.0 -0.0147007057116 0.5 1.0 1260.63609789
-0.356027335952 1.66381396958 1.07046521195 0.630653266332 2.9 3.26 1.966 1.0 -0.0314694496382 0.695092810649 24.4574719868 0.134996576266 -0.666666666667 300.0 4.0 4.0 -0.00295405205221 0.5 1.0 -0.00398359016932 0.5 1.0 -0.00319893178441 0.5 1.0 -0.00129632453369 0.5 1.0 -0.0146911570117 0.5 1.0 1260.79640834
-0.356040516332 1.66370079254 1.07213736781 0.63567839196 2.9 3.26 1.966 1.0 -0.0314853630443 0.695137376306 24.4607760084 0.13525713265 -0.666666666667 300.0 4.0 4.0 -0.00295155225747 0.5 1.0 -0.00398416275764 0.5 1.0 -0.00319932689846 0.5 1.0 -0.00131054434782 0.5 1.0 -0.0146796192294 0.5 1.0 1260.88162378
-0.356055040208 1.66350338417 1.07388086438 0.640703517588 2.9 3.26 1.966 1.0 -0.0315000998985 0.695182475484 24.4641752238 0.135525602291 -0.666666666667 300.0 4.0 4.0 -0.00294916910462 0.5 1.0 -0.00398481474471 0.5 1.0 -0.00319975556215 0.5 1.0 -0.00132547171132 0.5 1.0 -0.0146660448958 0.5 1.0 1260.89011528
-0.356071133223 1.66322711468 1.07569156551 0.645728643216 2.9 3.26 1.966 1.0 -0.0315141100993 0.695213296408 24.467650601 0.135804491014 -0.666666666667 300.0 4.0 4.0 -0.00294692961027 0.5 1.0 -0.00398543302418 0.5 1.0 -0.00320037771344 0.5 1.0 -0.00134115053139 0.5 1.0 -0.0146510950803 0.5 1.0 1260.8195617
-0.356088348651 1.66286942026 1.07751727429 0.650753768844 2.9 3.26 1.966 1.0 -0.0315271908219 0.695225000252 24.4711477897 0.136090710255 -0.666666666667 300.0 4.0 4.0 -0.00294490618838 0.5 1.0 -0.00398602770688 0.5 1.0 -0.00320116378209 0.5 1.0 -0.00135711038408 0.5 1.0 -0.0146352192572 0.5 1.0 1260.66856598
-0.356106460084 1.66243547728 1.07930632174 0.655778894472 2.9 3.26 1.966 1.0 -0.0315395964329 0.695231430061 24.4745997554 0.136386997672 -0.666666666667 300.0 4.0 4.0 -0.00294302001679 0.5 1.0 -0.00398652837296 0.5 1.0 -0.00320205183319 0.5 1.0 -0.00137291435411 0.5 1.0 -0.0146193388285 0.5 1.0 1260.43993909
