8.000000119209289551e-01 8.000000119209289551e-01 6.514022460937500000e+03
8.000000119209289551e-01 8.081632852554321289e-01 6.513737304687500000e+03
8.000000119209289551e-01 8.163265585899353027e-01 6.513271484375000000e+03
8.000000119209289551e-01 8.244897723197937012e-01 6.512622558593750000e+03
8.000000119209289551e-01 8.326530456542968750e-01 6.511789550781250000e+03
8.000000119209289551e-01 8.408163189888000488e-01 6.510773437500000000e+03
8.000000119209289551e-01 8.489795923233032227e-01 6.509578613281250000e+03
8.000000119209289551e-01 8.571428656578063965e-01 6.508208984375000000e+03
8.000000119209289551e-01 8.653061389923095703e-01 6.506672851562500000e+03
8.000000119209289551e-01 8.734694123268127441e-01 6.504978027343750000e+03
8.000000119209289551e-01 8.816326260566711426e-01 6.503135742187500000e+03
8.000000119209289551e-01 8.897958993911743164e-01 6.501157714843750000e+03
8.000000119209289551e-01 8.979591727256774902e-01 6.499057617187500000e+03
8.000000119209289551e-01 9.061224460601806641e-01 6.496850097656250000e+03
8.000000119209289551e-01 9.142857193946838379e-01 6.494551269531250000e+03
8.000000119209289551e-01 9.224489927291870117e-01 6.492176757812500000e+03
8.000000119209289551e-01 9.306122660636901855e-01 6.489744628906250000e+03
8.000000119209289551e-01 9.387755393981933594e-01 6.487271972656250000e+03
8.000000119209289551e-01 9.469387531280517578e-01 6.484777343750000000e+03
8.000000119209289551e-01 9.551020264625549316e-01 6.482277832031250000e+03
8.000000119209289551e-01 9.632652997970581055e-01 6.479791503906250000e+03
8.000000119209289551e-01 9.714285731315612793e-01 6.477336425781250000e+03
8.000000119209289551e-01 9.795918464660644531e-01 6.474928710937500000e+03
8.000000119209289551e-01 9.877551198005676270e-01 6.472584960937500000e+03
8.000000119209289551e-01 9.959183931350708008e-01 6.470321289062500000e+03
8.000000119209289551e-01 1.004081606864929199e+00 6.468151367187500000e+03
8.000000119209289551e-01 1.012244939804077148e+00 6.466089355468750000e+03
8.000000119209289551e-01 1.020408153533935547e+00 6.464147949218750000e+03
8.000000119209289551e-01 1.028571486473083496e+00 6.462336914062500000e+03
8.000000119209289551e-01 1.036734700202941895e+00 6.460666992187500000e+03
8.000000119209289551e-01 1.044897913932800293e+00 6.459146484375000000e+03
8.000000119209289551e-01 1.053061246871948242e+00 6.457781250000000000e+03
8.000000119209289551e-01 1.061224460601806641e+00 6.456577148437500000e+03
8.000000119209289551e-01 1.069387793540954590e+00 6.455538574218750000e+03
8.000000119209289551e-01 1.077551007270812988e+00 6.454666992187500000e+03
8.000000119209289551e-01 1.085714340209960938e+00 6.453964355468750000e+03
8.000000119209289551e-01 1.093877553939819336e+00 6.453429687500000000e+03
8.000000119209289551e-01 1.102040767669677734e+00 6.453061523437500000e+03
8.000000119209289551e-01 1.110204100608825684e+00 6.452857421875000000e+03
8.000000119209289551e-01 1.118367314338684082e+00 6.452812988281250000e+03
8.000000119209289551e-01 1.126530647277832031e+00 6.452923828125000000e+03
8.000000119209289551e-01 1.134693861007690430e+00 6.453183593750000000e+03
8.000000119209289551e-01 1.142857193946838379e+00 6.453586425781250000e+03
8.000000119209289551e-01 1.151020407676696777e+00 6.454124511718750000e+03
8.000000119209289551e-01 1.159183621406555176e+00 6.454789550781250000e+03
8.000000119209289551e-01 1.167346954345703125e+00 6.455573242187500000e+03
8.000000119209289551e-01 1.175510168075561523e+00 6.456467285156250000e+03
8.000000119209289551e-01 1.183673501014709473e+00 6.457461425781250000e+03
8.000000119209289551e-01 1.191836714744567871e+00 6.458546875000000000e+03
8.000000119209289551e-01 1.200000047683715820e+00 6.459713378906250000e+03
8.081632852554321289e-01 8.000000119209289551e-01 6.512418457031250000e+03
8.081632852554321289e-01 8.081632852554321289e-01 6.512075683593750000e+03
8.081632852554321289e-01 8.163265585899353027e-01 6.511551269531250000e+03
8.081632852554321289e-01 8.244897723197937012e-01 6.510843261718750000e+03
8.081632852554321289e-01 8.326530456542968750e-01 6.509951660156250000e+03
8.081632852554321289e-01 8.408163189888000488e-01 6.508877929687500000e+03
8.081632852554321289e-01 8.489795923233032227e-01 6.507626464843750000e+03
8.081632852554321289e-01 8.571428656578063965e-01 6.506202636718750000e+03
8.081632852554321289e-01 8.653061389923095703e-01 6.504613769531250000e+03
8.081632852554321289e-01 8.734694123268127441e-01 6.502869140625000000e+03
8.081632852554321289e-01 8.816326260566711426e-01 6.500980468750000000e+03
8.081632852554321289e-01 8.897958993911743164e-01 6.498959960937500000e+03
8.081632852554321289e-01 8.979591727256774902e-01 6.496821289062500000e+03
8.081632852554321289e-01 9.061224460601806641e-01 6.494580078125000000e+03
8.081632852554321289e-01 9.142857193946838379e-01 6.492251953125000000e+03
8.081632852554321289e-01 9.224489927291870117e-01 6.489854003906250000e+03
8.081632852554321289e-01 9.306122660636901855e-01 6.487403320312500000e+03
8.081632852554321289e-01 9.387755393981933594e-01 6.484918457031250000e+03
8.081632852554321289e-01 9.469387531280517578e-01 6.482416992187500000e+03
8.081632852554321289e-01 9.551020264625549316e-01 6.479916503906250000e+03
8.081632852554321289e-01 9.632652997970581055e-01 6.477435546875000000e+03
8.081632852554321289e-01 9.714285731315612793e-01 6.474991699218750000e+03
8.081632852554321289e-01 9.795918464660644531e-01 6.472601074218750000e+03
8.081632852554321289e-01 9.877551198005676270e-01 6.470280761718750000e+03
8.081632852554321289e-01 9.959183931350708008e-01 6.468044921875000000e+03
8.081632852554321289e-01 1.004081606864929199e+00 6.465909179687500000e+03
8.081632852554321289e-01 1.012244939804077148e+00 6.463886718750000000e+03
8.081632852554321289e-01 1.020408153533935547e+00 6.461988281250000000e+03
8.081632852554321289e-01 1.028571486473083496e+00 6.460226074218750000e+03
8.081632852554321289e-01 1.036734700202941895e+00 6.458607910156250000e+03
8.081632852554321289e-01 1.044897913932800293e+00 6.457143066406250000e+03
8.081632852554321289e-01 1.053061246871948242e+00 6.455836914062500000e+03
8.081632852554321289e-01 1.061224460601806641e+00 6.454694824218750000e+03
8.081632852554321289e-01 1.069387793540954590e+00 6.453719726562500000e+03
8.081632852554321289e-01 1.077551007270812988e+00 6.452914062500000000e+03
8.081632852554321289e-01 1.085714340209960938e+00 6.452277832031250000e+03
8.081632852554321289e-01 1.093877553939819336e+00 6.451810546875000000e+03
8.081632852554321289e-01 1.102040767669677734e+00 6.451510742187500000e+03
8.081632852554321289e-01 1.110204100608825684e+00 6.451374511718750000e+03
8.081632852554321289e-01 1.118367314338684082e+00 6.451397949218750000e+03
8.081632852554321289e-01 1.126530647277832031e+00 6.451575683593750000e+03
8.081632852554321289e-01 1.134693861007690430e+00 6.451901367187500000e+03
8.081632852554321289e-01 1.142857193946838379e+00 6.452368164062500000e+03
8.081632852554321289e-01 1.151020407676696777e+00 6.452968261718750000e+03
8.081632852554321289e-01 1.159183621406555176e+00 6.453693847656250000e+03
8.081632852554321289e-01 1.167346954345703125e+00 6.454535644531250000e+03
8.081632852554321289e-01 1.175510168075561523e+00 6.455484863281250000e+03
8.081632852554321289e-01 1.183673501014709473e+00 6.456531738281250000e+03
8.081632852554321289e-01 1.191836714744567871e+00 6.457666503906250000e+03
8.081632852554321289e-01 1.200000047683715820e+00 6.458879882812500000e+03
8.163265585899353027e-01 8.000000119209289551e-01 6.510735839843750000e+03
8.163265585899353027e-01 8.081632852554321289e-01 6.510336914062500000e+03
8.163265585899353027e-01 8.163265585899353027e-01 6.509756347656250000e+03
8.163265585899353027e-01 8.244897723197937012e-01 6.508992187500000000e+03
8.163265585899353027e-01 8.326530456542968750e-01 6.508044921875000000e+03
8.163265585899353027e-01 8.408163189888000488e-01 6.506916503906250000e+03
8.163265585899353027e-01 8.489795923233032227e-01 6.505611816406250000e+03
8.163265585899353027e-01 8.571428656578063965e-01 6.504136718750000000e+03
8.163265585899353027e-01 8.653061389923095703e-01 6.502499511718750000e+03
8.163265585899353027e-01 8.734694123268127441e-01 6.500709960937500000e+03
8.163265585899353027e-01 8.816326260566711426e-01 6.498778808593750000e+03
8.163265585899353027e-01 8.897958993911743164e-01 6.496720703125000000e+03
8.163265585899353027e-01 8.979591727256774902e-01 6.494548339843750000e+03
8.163265585899353027e-01 9.061224460601806641e-01 6.492278320312500000e+03
8.163265585899353027e-01 9.142857193946838379e-01 6.489926269531250000e+03
8.163265585899353027e-01 9.224489927291870117e-01 6.487509765625000000e+03
8.163265585899353027e-01 9.306122660636901855e-01 6.485046875000000000e+03
8.163265585899353027e-01 9.387755393981933594e-01 6.482554687500000000e+03
8.163265585899353027e-01 9.469387531280517578e-01 6.480052246093750000e+03
8.163265585899353027e-01 9.551020264625549316e-01 6.477556640625000000e+03
8.163265585899353027e-01 9.632652997970581055e-01 6.475086425781250000e+03
8.163265585899353027e-01 9.714285731315612793e-01 6.472659179687500000e+03
8.163265585899353027e-01 9.795918464660644531e-01 6.470291503906250000e+03
8.163265585899353027e-01 9.877551198005676270e-01 6.467998535156250000e+03
8.163265585899353027e-01 9.959183931350708008e-01 6.465796875000000000e+03
8.163265585899353027e-01 1.004081606864929199e+00 6.463699707031250000e+03
8.163265585899353027e-01 1.012244939804077148e+00 6.461720214843750000e+03
8.163265585899353027e-01 1.020408153533935547e+00 6.459870117187500000e+03
8.163265585899353027e-01 1.028571486473083496e+00 6.458159667968750000e+03
8.163265585899353027e-01 1.036734700202941895e+00 6.456597656250000000e+03
8.163265585899353027e-01 1.044897913932800293e+00 6.455191406250000000e+03
8.163265585899353027e-01 1.053061246871948242e+00 6.453946777343750000e+03
8.163265585899353027e-01 1.061224460601806641e+00 6.452868652343750000e+03
8.163265585899353027e-01 1.069387793540954590e+00 6.451959472656250000e+03
8.163265585899353027e-01 1.077551007270812988e+00 6.451221191406250000e+03
8.163265585899353027e-01 1.085714340209960938e+00 6.450653320312500000e+03
8.163265585899353027e-01 1.093877553939819336e+00 6.450254882812500000e+03
8.163265585899353027e-01 1.102040767669677734e+00 6.450023925781250000e+03
8.163265585899353027e-01 1.110204100608825684e+00 6.449956542968750000e+03
8.163265585899353027e-01 1.118367314338684082e+00 6.450047851562500000e+03
8.163265585899353027e-01 1.126530647277832031e+00 6.450291503906250000e+03
8.163265585899353027e-01 1.134693861007690430e+00 6.450682617187500000e+03
8.163265585899353027e-01 1.142857193946838379e+00 6.451212402343750000e+03
8.163265585899353027e-01 1.151020407676696777e+00 6.451874023437500000e+03
8.163265585899353027e-01 1.159183621406555176e+00 6.452658203125000000e+03
8.163265585899353027e-01 1.167346954345703125e+00 6.453556640625000000e+03
8.163265585899353027e-01 1.175510168075561523e+00 6.454559082031250000e+03
8.163265585899353027e-01 1.183673501014709473e+00 6.455656738281250000e+03
8.163265585899353027e-01 1.191836714744567871e+00 6.456839355468750000e+03
8.163265585899353027e-01 1.200000047683715820e+00 6.458097167968750000e+03
8.244897723197937012e-01 8.000000119209289551e-01 6.508982421875000000e+03
8.244897723197937012e-01 8.081632852554321289e-01 6.508530273437500000e+03
8.244897723197937012e-01 8.163265585899353027e-01 6.507895996093750000e+03
8.244897723197937012e-01 8.244897723197937012e-01 6.507078125000000000e+03
8.244897723197937012e-01 8.326530456542968750e-01 6.506078613281250000e+03
8.244897723197937012e-01 8.408163189888000488e-01 6.504898925781250000e+03
8.244897723197937012e-01 8.489795923233032227e-01 6.503544921875000000e+03
8.244897723197937012e-01 8.571428656578063965e-01 6.502022460937500000e+03
8.244897723197937012e-01 8.653061389923095703e-01 6.500340820312500000e+03
8.244897723197937012e-01 8.734694123268127441e-01 6.498510253906250000e+03
8.244897723197937012e-01 8.816326260566711426e-01 6.496541992187500000e+03
8.244897723197937012e-01 8.897958993911743164e-01 6.494450683593750000e+03
8.244897723197937012e-01 8.979591727256774902e-01 6.492250000000000000e+03
8.244897723197937012e-01 9.061224460601806641e-01 6.489956054687500000e+03
8.244897723197937012e-01 9.142857193946838379e-01 6.487585449218750000e+03
8.244897723197937012e-01 9.224489927291870117e-01 6.485156250000000000e+03
8.244897723197937012e-01 9.306122660636901855e-01 6.482686035156250000e+03
8.244897723197937012e-01 9.387755393981933594e-01 6.480191894531250000e+03
8.244897723197937012e-01 9.469387531280517578e-01 6.477693359375000000e+03
8.244897723197937012e-01 9.551020264625549316e-01 6.475208007812500000e+03
