# L0_hcd alpha_CIV(eff) alpha_LYA alpha_QSO alpha_SiII(1190) alpha_SiII(1193) alpha_SiII(1260) alpha_SiIII(1207) ap at bao_amp beta_CIV(eff) beta_LYA beta_QSO beta_SiII(1190) beta_SiII(1193) beta_SiII(1260) beta_SiIII(1207) beta_hcd bias_eta_CIV(eff) bias_eta_LYA bias_eta_QSO bias_eta_SiII(1190) bias_eta_SiII(1193) bias_eta_SiII(1260) bias_eta_SiIII(1207) bias_hcd drp_QSO growth_rate par-binsize-xcf_LYA_in_LYB_z_0_10 par-binsize-xcf_z_0_10 per-binsize-xcf_LYA_in_LYB_z_0_10 per-binsize-xcf_z_0_10 qso_rad_asymmetry qso_rad_decrease qso_rad_lifetime qso_rad_strength sigmaNL_par sigmaNL_per sigma_velo_lorentz_QSO chi2
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.444445e-01 1.185185e+00 1.000000e+00 2.700000e-01 1.906301e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.212725e-01 1.000000e+00 -3.623317e-03 1.461911e-03 -1.831469e-03 -8.944232e-04 -5.008430e-02 2.498883e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.773489e+00 6.466707e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.444445e-01 1.200000e+00 1.000000e+00 2.700000e-01 1.905464e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.212041e-01 1.000000e+00 -3.624055e-03 1.463599e-03 -1.832264e-03 -8.947834e-04 -5.008430e-02 2.499773e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.770875e+00 6.466784e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 8.000000e-01 1.000000e+00 2.700000e-01 1.955860e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.246360e-01 1.000000e+00 -3.683900e-03 1.432462e-03 -1.783911e-03 -8.955433e-04 -5.008430e-02 2.549509e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.898570e+00 6.507828e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 8.148148e-01 1.000000e+00 2.700000e-01 1.951650e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.243762e-01 1.000000e+00 -3.679320e-03 1.435880e-03 -1.783494e-03 -9.001907e-04 -5.008430e-02 2.545463e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.889602e+00 6.504118e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 8.296296e-01 1.000000e+00 2.700000e-01 1.947251e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.241054e-01 1.000000e+00 -3.675370e-03 1.439215e-03 -1.782900e-03 -9.044940e-04 -5.008430e-02 2.540798e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.880391e+00 6.500246e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 8.444445e-01 1.000000e+00 2.700000e-01 1.942792e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.238313e-01 1.000000e+00 -3.671999e-03 1.442266e-03 -1.782168e-03 -9.084551e-04 -5.008430e-02 2.535738e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.871169e+00 6.496290e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 8.592592e-01 1.000000e+00 2.700000e-01 1.938423e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.235625e-01 1.000000e+00 -3.669092e-03 1.444890e-03 -1.781344e-03 -9.119842e-04 -5.008430e-02 2.530594e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.862183e+00 6.492345e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 8.740741e-01 1.000000e+00 2.700000e-01 1.934288e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.233075e-01 1.000000e+00 -3.666511e-03 1.447009e-03 -1.780450e-03 -9.149545e-04 -5.008430e-02 2.525554e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.853647e+00 6.488510e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 8.888889e-01 1.000000e+00 2.700000e-01 1.930498e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.230727e-01 1.000000e+00 -3.664100e-03 1.448600e-03 -1.779561e-03 -9.172954e-04 -5.008430e-02 2.520751e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.845786e+00 6.484875e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 9.037037e-01 1.000000e+00 2.700000e-01 1.927133e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.228626e-01 1.000000e+00 -3.661732e-03 1.449676e-03 -1.778673e-03 -9.189207e-04 -5.008430e-02 2.516615e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.838528e+00 6.481512e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 9.185185e-01 1.000000e+00 2.700000e-01 1.924195e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.226766e-01 1.000000e+00 -3.659222e-03 1.450293e-03 -1.777936e-03 -9.196875e-04 -5.008430e-02 2.512751e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.831984e+00 6.478470e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 9.333333e-01 1.000000e+00 2.700000e-01 1.921739e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.225184e-01 1.000000e+00 -3.656573e-03 1.450512e-03 -1.777154e-03 -9.197135e-04 -5.008430e-02 2.509305e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.826185e+00 6.475773e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 9.481481e-01 1.000000e+00 2.700000e-01 1.919697e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.223834e-01 1.000000e+00 -3.653666e-03 1.450388e-03 -1.776479e-03 -9.191112e-04 -5.008430e-02 2.506287e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.820979e+00 6.473426e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 9.629630e-01 1.000000e+00 2.700000e-01 1.917963e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.222659e-01 1.000000e+00 -3.644645e-03 1.444229e-03 -1.776103e-03 -9.171419e-04 -5.008430e-02 2.504441e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.816235e+00 6.471417e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 9.777778e-01 1.000000e+00 2.700000e-01 1.916695e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.221751e-01 1.000000e+00 -3.641439e-03 1.443880e-03 -1.775674e-03 -9.153575e-04 -5.008430e-02 2.502137e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.812164e+00 6.469724e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 9.925926e-01 1.000000e+00 2.700000e-01 1.915672e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.220973e-01 1.000000e+00 -3.638097e-03 1.443532e-03 -1.775404e-03 -9.132301e-04 -5.008430e-02 2.500190e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.808403e+00 6.468324e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 1.007407e+00 1.000000e+00 2.700000e-01 1.912817e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.218760e-01 1.000000e+00 -3.631253e-03 1.442500e-03 -1.778763e-03 -9.158591e-04 -5.008430e-02 2.497927e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.799865e+00 6.467188e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 1.022222e+00 1.000000e+00 2.700000e-01 1.912826e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.218669e-01 1.000000e+00 -3.628260e-03 1.442368e-03 -1.778452e-03 -9.125928e-04 -5.008430e-02 2.496797e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.798186e+00 6.466288e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 1.037037e+00 1.000000e+00 2.700000e-01 1.912860e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.218575e-01 1.000000e+00 -3.625401e-03 1.442463e-03 -1.778377e-03 -9.092756e-04 -5.008430e-02 2.496134e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.796527e+00 6.465598e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 1.051852e+00 1.000000e+00 2.700000e-01 1.912904e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.218476e-01 1.000000e+00 -3.622784e-03 1.442809e-03 -1.778516e-03 -9.059984e-04 -5.008430e-02 2.495925e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.794919e+00 6.465090e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 1.066667e+00 1.000000e+00 2.700000e-01 1.912948e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.218373e-01 1.000000e+00 -3.620506e-03 1.443422e-03 -1.778842e-03 -9.028362e-04 -5.008430e-02 2.496131e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.793387e+00 6.464736e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 1.081481e+00 1.000000e+00 2.700000e-01 1.912980e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.218263e-01 1.000000e+00 -3.618646e-03 1.444300e-03 -1.779329e-03 -8.998432e-04 -5.008430e-02 2.496701e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.791958e+00 6.464508e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 1.096296e+00 1.000000e+00 2.700000e-01 1.912990e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.218147e-01 1.000000e+00 -3.617266e-03 1.445440e-03 -1.779945e-03 -8.970297e-04 -5.008430e-02 2.497621e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.790653e+00 6.464381e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 1.111111e+00 1.000000e+00 2.700000e-01 1.912969e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.218021e-01 1.000000e+00 -3.616407e-03 1.446812e-03 -1.780663e-03 -8.944033e-04 -5.008430e-02 2.498877e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.789483e+00 6.464330e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 1.125926e+00 1.000000e+00 2.700000e-01 1.912933e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.217880e-01 1.000000e+00 -3.615942e-03 1.448450e-03 -1.781315e-03 -8.919284e-04 -5.008430e-02 2.500256e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.788384e+00 6.464333e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 1.140741e+00 1.000000e+00 2.700000e-01 1.910117e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.215658e-01 1.000000e+00 -3.615855e-03 1.450379e-03 -1.780666e-03 -8.942090e-04 -5.008430e-02 2.499065e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.780075e+00 6.464377e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 1.155556e+00 1.000000e+00 2.700000e-01 1.909428e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.215054e-01 1.000000e+00 -3.615925e-03 1.452078e-03 -1.781521e-03 -8.938350e-04 -5.008430e-02 2.500074e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.777569e+00 6.464451e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 1.170370e+00 1.000000e+00 2.700000e-01 1.908678e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.214418e-01 1.000000e+00 -3.616383e-03 1.453871e-03 -1.782346e-03 -8.937766e-04 -5.008430e-02 2.501111e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.775048e+00 6.464552e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 1.185185e+00 1.000000e+00 2.700000e-01 1.907880e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.213754e-01 1.000000e+00 -3.617166e-03 1.455741e-03 -1.783135e-03 -8.939481e-04 -5.008430e-02 2.502200e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.772523e+00 6.464681e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.592592e-01 1.200000e+00 1.000000e+00 2.700000e-01 1.907060e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.213078e-01 1.000000e+00 -3.618205e-03 1.457679e-03 -1.783880e-03 -8.942939e-04 -5.008430e-02 2.503275e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.770017e+00 6.464843e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.740741e-01 8.000000e-01 1.000000e+00 2.700000e-01 1.957308e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.247277e-01 1.000000e+00 -3.677391e-03 1.431609e-03 -1.732411e-03 -9.034518e-04 -5.008430e-02 2.545458e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.895566e+00 6.504848e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.740741e-01 8.148148e-01 1.000000e+00 2.700000e-01 1.952958e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.244596e-01 1.000000e+00 -3.672655e-03 1.434796e-03 -1.732369e-03 -9.072954e-04 -5.008430e-02 2.541659e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.886312e+00 6.500977e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.740741e-01 8.296296e-01 1.000000e+00 2.700000e-01 1.948428e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.241808e-01 1.000000e+00 -3.668602e-03 1.437811e-03 -1.732080e-03 -9.108569e-04 -5.008430e-02 2.537014e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.876820e+00 6.496969e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.740741e-01 8.444445e-01 1.000000e+00 2.700000e-01 1.943880e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.239016e-01 1.000000e+00 -3.665163e-03 1.440540e-03 -1.731658e-03 -9.140442e-04 -5.008430e-02 2.532206e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.867433e+00 6.492904e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.740741e-01 8.592592e-01 1.000000e+00 2.700000e-01 1.939467e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.236314e-01 1.000000e+00 -3.662197e-03 1.442932e-03 -1.731238e-03 -9.167102e-04 -5.008430e-02 2.527748e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.858453e+00 6.488875e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.740741e-01 8.740741e-01 1.000000e+00 2.700000e-01 1.935286e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.233741e-01 1.000000e+00 -3.659614e-03 1.444717e-03 -1.730673e-03 -9.189515e-04 -5.008430e-02 2.523079e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.849874e+00 6.484981e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.740741e-01 8.888889e-01 1.000000e+00 2.700000e-01 1.931462e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.231376e-01 1.000000e+00 -3.657213e-03 1.445987e-03 -1.730157e-03 -9.205730e-04 -5.008430e-02 2.519142e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.841809e+00 6.481308e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.740741e-01 9.037037e-01 1.000000e+00 2.700000e-01 1.928084e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.229271e-01 1.000000e+00 -3.654911e-03 1.446735e-03 -1.729536e-03 -9.215995e-04 -5.008430e-02 2.514698e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.834807e+00 6.477926e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.740741e-01 9.185185e-01 1.000000e+00 2.700000e-01 1.925140e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.227411e-01 1.000000e+00 -3.652502e-03 1.447044e-03 -1.729097e-03 -9.218219e-04 -5.008430e-02 2.511339e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.828247e+00 6.474883e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.740741e-01 9.333333e-01 1.000000e+00 2.700000e-01 1.922678e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.225827e-01 1.000000e+00 -3.649957e-03 1.446976e-03 -1.728647e-03 -9.213994e-04 -5.008430e-02 2.508267e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.822485e+00 6.472200e+03
1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.740741e-01 9.481481e-01 1.000000e+00 2.700000e-01 1.920644e+00 2.601638e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.031324e-01 -4.841863e-03 -2.224485e-01 1.000000e+00 -3.647208e-03 1.446631e-03 -1.728265e-03 -9.203279e-04 -5.008430e-02 2.505530e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.386158e-01 6.369840e+00 3.240000e+00 7.817348e+00 6.469879e+03
