# BB-cf_LYA_in_LYA_LYA_in_LYB_z_0_10-0-broadband_sky-scale-sky BB-cf_LYA_in_LYA_LYA_in_LYB_z_0_10-0-broadband_sky-sigma-sky BB-cf_z_0_10-0-broadband_sky-scale-sky BB-cf_z_0_10-0-broadband_sky-sigma-sky L0_hcd alpha_CIV(eff) alpha_LYA alpha_SiII(1190) alpha_SiII(1193) alpha_SiII(1260) alpha_SiIII(1207) ap at bao_amp beta_CIV(eff) beta_LYA beta_SiII(1190) beta_SiII(1193) beta_SiII(1260) beta_SiIII(1207) beta_hcd bias_eta_CIV(eff) bias_eta_LYA bias_eta_SiII(1190) bias_eta_SiII(1193) bias_eta_SiII(1260) bias_eta_SiIII(1207) bias_hcd dnl_arinyo_av dnl_arinyo_bv dnl_arinyo_kp dnl_arinyo_kv dnl_arinyo_q1 growth_rate par-binsize-cf_LYA_in_LYA_LYA_in_LYB_z_0_10 par-binsize-cf_z_0_10 per-binsize-cf_LYA_in_LYA_LYA_in_LYB_z_0_10 per-binsize-cf_z_0_10 sigmaNL_par sigmaNL_per chi2
1.333001e-02 3.399670e+01 9.412111e-03 3.129722e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.888889e-01 1.140741e+00 1.000000e+00 2.700000e-01 1.670080e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.469719e-01 -5.523589e-03 -2.008185e-01 -2.948424e-03 -2.029470e-03 -2.694047e-03 -4.500075e-03 -5.239427e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.213220e+03
1.333044e-02 3.399234e+01 9.412616e-03 3.129388e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.888889e-01 1.155556e+00 1.000000e+00 2.700000e-01 1.670167e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.468086e-01 -5.542526e-03 -2.008168e-01 -2.948906e-03 -2.029497e-03 -2.694331e-03 -4.498855e-03 -5.238567e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.213971e+03
1.333095e-02 3.398783e+01 9.413208e-03 3.129038e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.888889e-01 1.170370e+00 1.000000e+00 2.700000e-01 1.670203e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.466382e-01 -5.558815e-03 -2.008137e-01 -2.949292e-03 -2.029538e-03 -2.694544e-03 -4.497696e-03 -5.237665e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.214712e+03
1.333156e-02 3.398324e+01 9.413885e-03 3.128680e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.888889e-01 1.185185e+00 1.000000e+00 2.700000e-01 1.670165e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.464612e-01 -5.571852e-03 -2.008083e-01 -2.949561e-03 -2.029563e-03 -2.694695e-03 -4.496592e-03 -5.236650e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.215413e+03
1.333225e-02 3.397865e+01 9.414644e-03 3.128319e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 8.888889e-01 1.200000e+00 1.000000e+00 2.700000e-01 1.670037e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.462780e-01 -5.581176e-03 -2.008004e-01 -2.949703e-03 -2.029546e-03 -2.694797e-03 -4.495533e-03 -5.235477e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.216049e+03
1.332651e-02 3.399427e+01 9.412762e-03 3.125755e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 8.000000e-01 1.000000e+00 2.700000e-01 1.686867e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.510825e-01 -5.204249e-03 -2.014117e-01 -2.957897e-03 -2.061622e-03 -2.614577e-03 -4.525784e-03 -5.311091e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.236015e+03
1.332641e-02 3.400222e+01 9.412566e-03 3.126372e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 8.148148e-01 1.000000e+00 2.700000e-01 1.685090e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.504269e-01 -5.185411e-03 -2.013666e-01 -2.954118e-03 -2.056863e-03 -2.614701e-03 -4.527045e-03 -5.306028e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.233230e+03
1.332563e-02 3.400634e+01 9.411989e-03 3.126759e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 8.296296e-01 1.000000e+00 2.700000e-01 1.683951e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.501150e-01 -5.184198e-03 -2.013308e-01 -2.952061e-03 -2.053344e-03 -2.614585e-03 -4.527189e-03 -5.303149e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.230646e+03
1.332511e-02 3.400924e+01 9.411275e-03 3.127200e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 8.444445e-01 1.000000e+00 2.700000e-01 1.682756e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.499349e-01 -5.186666e-03 -2.012924e-01 -2.949492e-03 -2.049775e-03 -2.614614e-03 -4.527531e-03 -5.299377e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.228208e+03
1.332462e-02 3.401197e+01 9.410631e-03 3.127608e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 8.592592e-01 1.000000e+00 2.700000e-01 1.681649e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.497247e-01 -5.198301e-03 -2.012557e-01 -2.947393e-03 -2.046718e-03 -2.614908e-03 -4.527227e-03 -5.295585e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.225872e+03
1.332418e-02 3.401424e+01 9.409969e-03 3.128025e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 8.740741e-01 1.000000e+00 2.700000e-01 1.680531e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.495369e-01 -5.213973e-03 -2.012181e-01 -2.945490e-03 -2.043952e-03 -2.615337e-03 -4.526574e-03 -5.291422e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.223618e+03
1.332439e-02 3.401463e+01 9.409410e-03 3.128628e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 8.888889e-01 1.000000e+00 2.700000e-01 1.679255e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.494551e-01 -5.223665e-03 -2.011759e-01 -2.943252e-03 -2.041054e-03 -2.615033e-03 -4.526375e-03 -5.286638e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.221444e+03
1.332408e-02 3.401509e+01 9.409012e-03 3.128873e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 9.037037e-01 1.000000e+00 2.700000e-01 1.678373e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.494337e-01 -5.245869e-03 -2.011408e-01 -2.941776e-03 -2.039928e-03 -2.615870e-03 -4.524860e-03 -5.282822e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.219361e+03
1.332521e-02 3.401313e+01 9.409489e-03 3.129145e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 9.185185e-01 1.000000e+00 2.700000e-01 1.677152e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.492777e-01 -5.262102e-03 -2.010966e-01 -2.938962e-03 -2.040790e-03 -2.616633e-03 -4.523148e-03 -5.278441e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.217386e+03
1.332828e-02 3.400737e+01 9.412289e-03 3.128908e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 9.333333e-01 1.000000e+00 2.700000e-01 1.674974e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.491926e-01 -5.266000e-03 -2.009959e-01 -2.942478e-03 -2.034579e-03 -2.620810e-03 -4.516011e-03 -5.274986e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.215537e+03
1.332801e-02 3.401067e+01 9.411613e-03 3.129616e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 9.481481e-01 1.000000e+00 2.700000e-01 1.673964e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.490059e-01 -5.284920e-03 -2.009668e-01 -2.941714e-03 -2.032616e-03 -2.621330e-03 -4.514772e-03 -5.269767e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.213831e+03
1.332479e-02 3.401905e+01 9.407553e-03 3.130829e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 9.629630e-01 1.000000e+00 2.700000e-01 1.673762e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.487008e-01 -5.316238e-03 -2.009911e-01 -2.939339e-03 -2.031337e-03 -2.620473e-03 -4.516707e-03 -5.262682e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.212288e+03
1.332481e-02 3.402049e+01 9.407440e-03 3.131127e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 9.777778e-01 1.000000e+00 2.700000e-01 1.672801e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.485574e-01 -5.328140e-03 -2.009601e-01 -2.939074e-03 -2.029686e-03 -2.621791e-03 -4.514760e-03 -5.258217e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.210934e+03
1.332489e-02 3.402151e+01 9.407395e-03 3.131367e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 9.925926e-01 1.000000e+00 2.700000e-01 1.671932e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.484103e-01 -5.339880e-03 -2.009318e-01 -2.938966e-03 -2.028251e-03 -2.623145e-03 -4.512817e-03 -5.254057e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.209789e+03
1.332500e-02 3.402206e+01 9.407414e-03 3.131545e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.007407e+00 1.000000e+00 2.700000e-01 1.671173e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.482608e-01 -5.352451e-03 -2.009068e-01 -2.939012e-03 -2.027032e-03 -2.624500e-03 -4.510905e-03 -5.250255e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.208879e+03
1.332514e-02 3.402205e+01 9.407477e-03 3.131656e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.022222e+00 1.000000e+00 2.700000e-01 1.670552e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.481084e-01 -5.366131e-03 -2.008857e-01 -2.939215e-03 -2.026031e-03 -2.625829e-03 -4.509036e-03 -5.246896e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.208221e+03
1.332529e-02 3.402144e+01 9.407584e-03 3.131697e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.037037e+00 1.000000e+00 2.700000e-01 1.670078e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.479560e-01 -5.381767e-03 -2.008689e-01 -2.939564e-03 -2.025238e-03 -2.627111e-03 -4.507228e-03 -5.243997e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.207827e+03
1.332688e-02 3.402443e+01 9.408514e-03 3.132069e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.051852e+00 1.000000e+00 2.700000e-01 1.669091e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.481265e-01 -5.384748e-03 -2.008424e-01 -2.939429e-03 -2.024476e-03 -2.626742e-03 -4.506422e-03 -5.237442e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.207697e+03
1.332669e-02 3.401837e+01 9.408470e-03 3.131651e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.066667e+00 1.000000e+00 2.700000e-01 1.669025e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.476966e-01 -5.406571e-03 -2.008395e-01 -2.938697e-03 -2.022719e-03 -2.628728e-03 -4.505609e-03 -5.236045e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.207818e+03
1.332685e-02 3.401722e+01 9.408573e-03 3.131601e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.081481e+00 1.000000e+00 2.700000e-01 1.669019e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.475755e-01 -5.428148e-03 -2.008364e-01 -2.939239e-03 -2.022415e-03 -2.629643e-03 -4.504090e-03 -5.234493e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.208164e+03
1.332609e-02 3.401287e+01 9.408420e-03 3.131197e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.096296e+00 1.000000e+00 2.700000e-01 1.669551e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.473584e-01 -5.463716e-03 -2.008396e-01 -2.941960e-03 -2.023812e-03 -2.631537e-03 -4.500769e-03 -5.236666e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.208701e+03
1.332787e-02 3.401151e+01 9.409561e-03 3.131182e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.111111e+00 1.000000e+00 2.700000e-01 1.669032e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.473655e-01 -5.473759e-03 -2.008277e-01 -2.940563e-03 -2.022192e-03 -2.631230e-03 -4.501350e-03 -5.231525e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.209389e+03
1.332671e-02 3.400537e+01 9.409171e-03 3.130624e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.125926e+00 1.000000e+00 2.700000e-01 1.669797e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.470554e-01 -5.509174e-03 -2.008386e-01 -2.943293e-03 -2.023839e-03 -2.633272e-03 -4.498033e-03 -5.234774e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.210181e+03
1.332713e-02 3.400108e+01 9.409662e-03 3.130286e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.140741e+00 1.000000e+00 2.700000e-01 1.669931e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.468986e-01 -5.530118e-03 -2.008382e-01 -2.943869e-03 -2.023943e-03 -2.634014e-03 -4.496777e-03 -5.233974e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.211032e+03
1.332763e-02 3.399655e+01 9.410240e-03 3.129926e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.155556e+00 1.000000e+00 2.700000e-01 1.670030e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.467363e-01 -5.548794e-03 -2.008367e-01 -2.944349e-03 -2.024068e-03 -2.634678e-03 -4.495586e-03 -5.233165e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.211901e+03
1.332822e-02 3.399187e+01 9.410906e-03 3.129552e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.170370e+00 1.000000e+00 2.700000e-01 1.670068e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.465678e-01 -5.564462e-03 -2.008334e-01 -2.944713e-03 -2.024189e-03 -2.635271e-03 -4.494451e-03 -5.232278e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.212750e+03
1.332889e-02 3.398713e+01 9.411657e-03 3.129171e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.185185e+00 1.000000e+00 2.700000e-01 1.670024e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.463926e-01 -5.576618e-03 -2.008277e-01 -2.944948e-03 -2.024278e-03 -2.635803e-03 -4.493364e-03 -5.231255e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.213548e+03
1.332967e-02 3.398241e+01 9.412491e-03 3.128789e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.200000e+00 1.000000e+00 2.700000e-01 1.669884e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.462109e-01 -5.584835e-03 -2.008193e-01 -2.945042e-03 -2.024313e-03 -2.636290e-03 -4.492316e-03 -5.230057e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.214274e+03
1.332282e-02 3.399895e+01 9.409652e-03 3.126638e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 8.000000e-01 1.000000e+00 2.700000e-01 1.686494e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.510222e-01 -5.189079e-03 -2.014317e-01 -2.951391e-03 -2.052886e-03 -2.555678e-03 -4.524823e-03 -5.305946e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.232234e+03
1.332219e-02 3.400403e+01 9.409335e-03 3.127097e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 8.148148e-01 1.000000e+00 2.700000e-01 1.685061e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.506104e-01 -5.176479e-03 -2.013897e-01 -2.948000e-03 -2.049869e-03 -2.555596e-03 -4.525177e-03 -5.302313e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.229420e+03
1.332215e-02 3.401094e+01 9.408988e-03 3.127655e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 8.296296e-01 1.000000e+00 2.700000e-01 1.683535e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.500044e-01 -5.172953e-03 -2.013503e-01 -2.944860e-03 -2.045983e-03 -2.556333e-03 -4.525808e-03 -5.297660e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.226804e+03
1.332178e-02 3.400971e+01 9.408113e-03 3.127963e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 8.444445e-01 1.000000e+00 2.700000e-01 1.682620e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.501860e-01 -5.177774e-03 -2.013107e-01 -2.942984e-03 -2.043221e-03 -2.556172e-03 -4.525783e-03 -5.295046e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.224331e+03
1.332143e-02 3.401554e+01 9.407843e-03 3.128430e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 8.592592e-01 1.000000e+00 2.700000e-01 1.681254e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.497238e-01 -5.190205e-03 -2.012717e-01 -2.940179e-03 -2.040303e-03 -2.557299e-03 -4.525185e-03 -5.289865e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.221962e+03
1.332106e-02 3.401890e+01 9.407231e-03 3.128940e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 8.740741e-01 1.000000e+00 2.700000e-01 1.679927e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.493862e-01 -5.205731e-03 -2.012309e-01 -2.937932e-03 -2.037606e-03 -2.558049e-03 -4.524262e-03 -5.284993e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.219683e+03
1.332097e-02 3.402067e+01 9.406588e-03 3.129508e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 8.888889e-01 1.000000e+00 2.700000e-01 1.678628e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.491348e-01 -5.222113e-03 -2.011889e-01 -2.936332e-03 -2.035023e-03 -2.558538e-03 -4.523078e-03 -5.280124e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.217496e+03
