# BB-cf_LYA_in_LYA_LYA_in_LYB_z_0_10-0-broadband_sky-scale-sky BB-cf_LYA_in_LYA_LYA_in_LYB_z_0_10-0-broadband_sky-sigma-sky BB-cf_z_0_10-0-broadband_sky-scale-sky BB-cf_z_0_10-0-broadband_sky-sigma-sky L0_hcd alpha_CIV(eff) alpha_LYA alpha_SiII(1190) alpha_SiII(1193) alpha_SiII(1260) alpha_SiIII(1207) ap at bao_amp beta_CIV(eff) beta_LYA beta_SiII(1190) beta_SiII(1193) beta_SiII(1260) beta_SiIII(1207) beta_hcd bias_eta_CIV(eff) bias_eta_LYA bias_eta_SiII(1190) bias_eta_SiII(1193) bias_eta_SiII(1260) bias_eta_SiIII(1207) bias_hcd dnl_arinyo_av dnl_arinyo_bv dnl_arinyo_kp dnl_arinyo_kv dnl_arinyo_q1 growth_rate par-binsize-cf_LYA_in_LYA_LYA_in_LYB_z_0_10 par-binsize-cf_z_0_10 per-binsize-cf_LYA_in_LYA_LYA_in_LYB_z_0_10 per-binsize-cf_z_0_10 sigmaNL_par sigmaNL_per chi2
1.331398e-02 3.404411e+01 9.395881e-03 3.134928e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.777778e-01 1.007407e+00 1.000000e+00 2.700000e-01 1.668820e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.466723e-01 -5.296275e-03 -2.009699e-01 -2.927936e-03 -2.008637e-03 -2.502819e-03 -4.495105e-03 -5.225646e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.194807e+03
1.331436e-02 3.404533e+01 9.396266e-03 3.134983e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.777778e-01 1.022222e+00 1.000000e+00 2.700000e-01 1.668793e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.465176e-01 -5.322109e-03 -2.009638e-01 -2.927938e-03 -2.007708e-03 -2.506265e-03 -4.494375e-03 -5.224257e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.195057e+03
1.331452e-02 3.404432e+01 9.396472e-03 3.134876e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.777778e-01 1.037037e+00 1.000000e+00 2.700000e-01 1.668789e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.464216e-01 -5.344538e-03 -2.009590e-01 -2.928910e-03 -2.007905e-03 -2.509538e-03 -4.492794e-03 -5.222764e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.195594e+03
1.331479e-02 3.404288e+01 9.396798e-03 3.134730e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.777778e-01 1.051852e+00 1.000000e+00 2.700000e-01 1.668789e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.463548e-01 -5.368381e-03 -2.009536e-01 -2.929849e-03 -2.008146e-03 -2.512681e-03 -4.491346e-03 -5.221165e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.196399e+03
1.331519e-02 3.403775e+01 9.397305e-03 3.134318e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.777778e-01 1.066667e+00 1.000000e+00 2.700000e-01 1.668779e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.463431e-01 -5.395932e-03 -2.009477e-01 -2.930829e-03 -2.008488e-03 -2.515676e-03 -4.490524e-03 -5.219642e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.197443e+03
1.331539e-02 3.403600e+01 9.397591e-03 3.134152e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.777778e-01 1.081481e+00 1.000000e+00 2.700000e-01 1.668797e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.462682e-01 -5.418815e-03 -2.009410e-01 -2.931473e-03 -2.008635e-03 -2.518483e-03 -4.489239e-03 -5.217735e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.198684e+03
1.331639e-02 3.403154e+01 9.398782e-03 3.133728e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.777778e-01 1.096296e+00 1.000000e+00 2.700000e-01 1.668776e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.463277e-01 -5.453687e-03 -2.009323e-01 -2.932755e-03 -2.009545e-03 -2.521676e-03 -4.488496e-03 -5.215940e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.200074e+03
1.331694e-02 3.402750e+01 9.399445e-03 3.133375e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.777778e-01 1.111111e+00 1.000000e+00 2.700000e-01 1.668786e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.462960e-01 -5.476581e-03 -2.009260e-01 -2.933331e-03 -2.009876e-03 -2.524321e-03 -4.487584e-03 -5.214221e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.201563e+03
1.331753e-02 3.402088e+01 9.400215e-03 3.132828e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.777778e-01 1.125926e+00 1.000000e+00 2.700000e-01 1.668795e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.462508e-01 -5.497453e-03 -2.009199e-01 -2.933773e-03 -2.010213e-03 -2.526870e-03 -4.486691e-03 -5.212574e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.203098e+03
1.332026e-02 3.401422e+01 9.402951e-03 3.132058e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.777778e-01 1.140741e+00 1.000000e+00 2.700000e-01 1.669493e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.459384e-01 -5.519941e-03 -2.009249e-01 -2.934830e-03 -2.011086e-03 -2.530001e-03 -4.484844e-03 -5.215823e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.204631e+03
1.332113e-02 3.400880e+01 9.403938e-03 3.131571e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.777778e-01 1.155556e+00 1.000000e+00 2.700000e-01 1.669603e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.457978e-01 -5.535268e-03 -2.009224e-01 -2.935102e-03 -2.011446e-03 -2.532481e-03 -4.483885e-03 -5.215107e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.206122e+03
1.332210e-02 3.400330e+01 9.405010e-03 3.131081e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.777778e-01 1.170370e+00 1.000000e+00 2.700000e-01 1.669613e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.456506e-01 -5.546295e-03 -2.009172e-01 -2.935197e-03 -2.011735e-03 -2.534892e-03 -4.482949e-03 -5.214204e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.207536e+03
1.332317e-02 3.399781e+01 9.406166e-03 3.130593e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.777778e-01 1.185185e+00 1.000000e+00 2.700000e-01 1.669509e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.454948e-01 -5.552812e-03 -2.009089e-01 -2.935113e-03 -2.011937e-03 -2.537251e-03 -4.482030e-03 -5.213080e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.208847e+03
1.332433e-02 3.399239e+01 9.407398e-03 3.130113e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.777778e-01 1.200000e+00 1.000000e+00 2.700000e-01 1.669286e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.453308e-01 -5.554635e-03 -2.008974e-01 -2.934858e-03 -2.012038e-03 -2.539581e-03 -4.481129e-03 -5.211723e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.210039e+03
1.331521e-02 3.402222e+01 9.400671e-03 3.130675e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 8.000000e-01 1.000000e+00 2.700000e-01 1.682884e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.491257e-01 -5.075731e-03 -2.014713e-01 -2.935737e-03 -2.024224e-03 -2.484704e-03 -4.516160e-03 -5.281125e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.214105e+03
1.331470e-02 3.402638e+01 9.399886e-03 3.131147e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 8.148148e-01 1.000000e+00 2.700000e-01 1.681409e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.488350e-01 -5.070722e-03 -2.014251e-01 -2.933250e-03 -2.021768e-03 -2.486087e-03 -4.515821e-03 -5.277039e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.211277e+03
1.331455e-02 3.403234e+01 9.399331e-03 3.131806e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 8.296296e-01 1.000000e+00 2.700000e-01 1.680075e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.485753e-01 -5.076529e-03 -2.013807e-01 -2.930975e-03 -2.019525e-03 -2.487784e-03 -4.515127e-03 -5.272996e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.208667e+03
1.331427e-02 3.403561e+01 9.398639e-03 3.132281e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 8.444445e-01 1.000000e+00 2.700000e-01 1.678750e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.483560e-01 -5.087453e-03 -2.013365e-01 -2.929235e-03 -2.017660e-03 -2.489823e-03 -4.514037e-03 -5.268525e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.206234e+03
1.331447e-02 3.403511e+01 9.397467e-03 3.132563e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 8.592592e-01 1.000000e+00 2.700000e-01 1.677509e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.481507e-01 -5.108279e-03 -2.012921e-01 -2.927783e-03 -2.015514e-03 -2.492785e-03 -4.512593e-03 -5.264049e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.203956e+03
1.331419e-02 3.403835e+01 9.397003e-03 3.133057e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 8.740741e-01 1.000000e+00 2.700000e-01 1.676237e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.479766e-01 -5.127040e-03 -2.012477e-01 -2.926777e-03 -2.014074e-03 -2.495433e-03 -4.511005e-03 -5.259186e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.201838e+03
1.331402e-02 3.404125e+01 9.396638e-03 3.133523e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 8.888889e-01 1.000000e+00 2.700000e-01 1.674998e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.478221e-01 -5.147233e-03 -2.012040e-01 -2.926148e-03 -2.012815e-03 -2.498358e-03 -4.509217e-03 -5.254240e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.199898e+03
1.331806e-02 3.403804e+01 9.399408e-03 3.132553e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 9.037037e-01 1.000000e+00 2.700000e-01 1.673248e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.477549e-01 -5.165552e-03 -2.011170e-01 -2.927204e-03 -2.012188e-03 -2.502922e-03 -4.504922e-03 -5.251005e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.198162e+03
1.331409e-02 3.404593e+01 9.396362e-03 3.134324e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 9.185185e-01 1.000000e+00 2.700000e-01 1.672606e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.475683e-01 -5.187866e-03 -2.011184e-01 -2.925801e-03 -2.010766e-03 -2.504961e-03 -4.505297e-03 -5.244267e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.196655e+03
1.331412e-02 3.404764e+01 9.396248e-03 3.134644e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 9.333333e-01 1.000000e+00 2.700000e-01 1.671605e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.474440e-01 -5.207563e-03 -2.010825e-01 -2.926018e-03 -2.010009e-03 -2.508570e-03 -4.503317e-03 -5.239757e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.195397e+03
1.331422e-02 3.404889e+01 9.396226e-03 3.134899e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 9.481481e-01 1.000000e+00 2.700000e-01 1.670712e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.473202e-01 -5.226470e-03 -2.010502e-01 -2.926422e-03 -2.009417e-03 -2.512317e-03 -4.501383e-03 -5.235570e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.194406e+03
1.331439e-02 3.404966e+01 9.396307e-03 3.135084e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 9.629630e-01 1.000000e+00 2.700000e-01 1.669932e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.471956e-01 -5.244971e-03 -2.010214e-01 -2.926977e-03 -2.008991e-03 -2.516144e-03 -4.499530e-03 -5.231746e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.193693e+03
1.331441e-02 3.404765e+01 9.396257e-03 3.135193e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 9.777778e-01 1.000000e+00 2.700000e-01 1.668834e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.468535e-01 -5.254589e-03 -2.009844e-01 -2.927792e-03 -2.008891e-03 -2.519751e-03 -4.497088e-03 -5.227114e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.193268e+03
1.331438e-02 3.404802e+01 9.396214e-03 3.135201e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 9.925926e-01 1.000000e+00 2.700000e-01 1.668797e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.466137e-01 -5.272356e-03 -2.009820e-01 -2.928796e-03 -2.009007e-03 -2.523737e-03 -4.495461e-03 -5.226063e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.193137e+03
1.331430e-02 3.404698e+01 9.396160e-03 3.135115e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 1.007407e+00 1.000000e+00 2.700000e-01 1.668778e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.464506e-01 -5.290840e-03 -2.009789e-01 -2.929894e-03 -2.009268e-03 -2.527574e-03 -4.493809e-03 -5.224909e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.193305e+03
1.331492e-02 3.404680e+01 9.396872e-03 3.135040e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 1.022222e+00 1.000000e+00 2.700000e-01 1.668750e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.464331e-01 -5.328183e-03 -2.009692e-01 -2.930583e-03 -2.009049e-03 -2.531496e-03 -4.492979e-03 -5.223254e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.193771e+03
1.331479e-02 3.404646e+01 9.396708e-03 3.135003e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 1.037037e+00 1.000000e+00 2.700000e-01 1.668773e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.462923e-01 -5.341356e-03 -2.009673e-01 -2.931223e-03 -2.009002e-03 -2.534805e-03 -4.491425e-03 -5.221736e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.194521e+03
1.331504e-02 3.404452e+01 9.397021e-03 3.134823e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 1.051852e+00 1.000000e+00 2.700000e-01 1.668776e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.462392e-01 -5.366063e-03 -2.009613e-01 -2.932172e-03 -2.009310e-03 -2.538233e-03 -4.490207e-03 -5.220079e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.195534e+03
1.331522e-02 3.403995e+01 9.397335e-03 3.134461e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 1.066667e+00 1.000000e+00 2.700000e-01 1.668777e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.461907e-01 -5.392188e-03 -2.009547e-01 -2.932991e-03 -2.009569e-03 -2.541408e-03 -4.489425e-03 -5.218348e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.196775e+03
1.331601e-02 3.403445e+01 9.398231e-03 3.133990e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 1.081481e+00 1.000000e+00 2.700000e-01 1.668770e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.461675e-01 -5.420003e-03 -2.009484e-01 -2.933829e-03 -2.009978e-03 -2.544562e-03 -4.488761e-03 -5.216739e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.198202e+03
1.331670e-02 3.403040e+01 9.399026e-03 3.133623e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 1.096296e+00 1.000000e+00 2.700000e-01 1.668783e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.461405e-01 -5.444694e-03 -2.009416e-01 -2.934474e-03 -2.010320e-03 -2.547544e-03 -4.487898e-03 -5.214974e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.199766e+03
1.331746e-02 3.402596e+01 9.399887e-03 3.133224e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 1.111111e+00 1.000000e+00 2.700000e-01 1.668796e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.461135e-01 -5.467831e-03 -2.009349e-01 -2.934987e-03 -2.010662e-03 -2.550415e-03 -4.487081e-03 -5.213241e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.201412e+03
1.331824e-02 3.401995e+01 9.400818e-03 3.132706e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 1.125926e+00 1.000000e+00 2.700000e-01 1.668810e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.460673e-01 -5.488645e-03 -2.009285e-01 -2.935371e-03 -2.011005e-03 -2.553181e-03 -4.486430e-03 -5.211581e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.203090e+03
1.331906e-02 3.401433e+01 9.401766e-03 3.132214e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 1.140741e+00 1.000000e+00 2.700000e-01 1.668820e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.460160e-01 -5.506504e-03 -2.009227e-01 -2.935606e-03 -2.011330e-03 -2.555874e-03 -4.485698e-03 -5.210032e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.204752e+03
1.332159e-02 3.400923e+01 9.404358e-03 3.131561e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 1.155556e+00 1.000000e+00 2.700000e-01 1.669637e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.455320e-01 -5.529187e-03 -2.009333e-01 -2.936863e-03 -2.012638e-03 -2.559663e-03 -4.483575e-03 -5.214072e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.206356e+03
1.332263e-02 3.400358e+01 9.405504e-03 3.131053e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.925926e-01 1.170370e+00 1.000000e+00 2.700000e-01 1.669636e+00 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 6.453900e-01 -5.539243e-03 -2.009276e-01 -2.936869e-03 -2.012920e-03 -2.562326e-03 -4.482682e-03 -5.213143e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 6.369840e+00 3.240000e+00 3.207872e+03
