bias_lya*(1+beta_lya) beta_lya ap at alpha_lya SigmaNL_perp 1+f bao_amp bias_lls beta_lls L0_lls bias_gamma bias_prim lambda_uv Lpar_auto Lper_auto bias_qso growth_rate drp Lpar_cross Lper_cross qso_evol_0 qso_evol_1 sigma_velo_lorentz qso_rad_strength qso_rad_asymmetry qso_rad_lifetime qso_rad_decrease bias_Si3 beta_Si3 alpha_Si3 bias_Si2a beta_Si2a alpha_Si2a bias_Si2b beta_Si2b alpha_Si2b bias_Si2c beta_Si2c alpha_Si2c bias_CIVa beta_CIVa alpha_CIVa qso_metal_boost chi2
-0.353481483263 1.71557475682 1.10505772764 0.640703517588 2.9 3.26 1.966 1.0 -0.0276164650603 0.791425650598 23.8012870691 0.0918025670825 -0.666666666667 300.0 4.0 4.0 3.63447074834 0.97076 -0.791915583618 4.0 4.0 0.53 0.289 4.76585124622 0.54998788216 0.0 inf 300.0 -0.00366688666832 0.5 1.0 -0.00341394381309 0.5 1.0 -0.00296629680653 0.5 1.0 -0.00125674830817 0.5 1.0 -0.0254266925155 0.5 1.0 1.0 3891.80200855
-0.353508076085 1.71491019058 1.10629340118 0.645728643216 2.9 3.26 1.966 1.0 -0.0276238443262 0.791499710416 23.8031422709 0.0922021378514 -0.666666666667 300.0 4.0 4.0 3.63461081442 0.97076 -0.791609889892 4.0 4.0 0.53 0.289 4.76493036782 0.550484224108 0.0 inf 300.0 -0.00366633456894 0.5 1.0 -0.00341354269323 0.5 1.0 -0.00296651018332 0.5 1.0 -0.00126763759775 0.5 1.0 -0.0253745271536 0.5 1.0 1.0 3891.61911656
-0.353536546435 1.71410032694 1.10751827417 0.650753768844 2.9 3.26 1.966 1.0 -0.0276302553274 0.791582531347 23.8054281613 0.0926184193013 -0.666666666667 300.0 4.0 4.0 3.63491959665 0.97076 -0.791293747289 4.0 4.0 0.53 0.289 4.76385996286 0.551219163423 0.0 inf 300.0 -0.00366564973727 0.5 1.0 -0.00341315500559 0.5 1.0 -0.00296674823512 0.5 1.0 -0.00127840224181 0.5 1.0 -0.0253174700943 0.5 1.0 1.0 3891.27785998
-0.353566711485 1.71315132814 1.10871509341 0.655778894472 2.9 3.26 1.966 1.0 -0.027635737443 0.791673540892 23.8081391555 0.093050105282 -0.666666666667 300.0 4.0 4.0 3.63540082742 0.97076 -0.790972952592 4.0 4.0 0.53 0.289 4.76264746601 0.55219503057 0.0 inf 300.0 -0.0036648170853 0.5 1.0 -0.00341278103725 0.5 1.0 -0.00296700528696 0.5 1.0 -0.00128889299717 0.5 1.0 -0.0252557756361 0.5 1.0 1.0 3890.77934857
-0.353598438829 1.71206829843 1.10984675927 0.660804020101 2.9 3.26 1.966 1.0 -0.0276403889056 0.791764880373 23.8112804759 0.0934950389497 -0.666666666667 300.0 4.0 4.0 3.63605517102 0.97076 -0.790646235419 4.0 4.0 0.53 0.289 4.76129996728 0.553409663638 0.0 inf 300.0 -0.00366381240712 0.5 1.0 -0.00341242506265 0.5 1.0 -0.00296728863722 0.5 1.0 -0.00129886360659 0.5 1.0 -0.0251898638593 0.5 1.0 1.0 3890.12521013
-0.353631535522 1.71086201813 1.11088962633 0.665829145729 2.9 3.26 1.966 1.0 -0.0276442964661 0.791853596712 23.8148273985 0.0939505348 -0.666666666667 300.0 4.0 4.0 3.63687903484 0.97076 -0.790316538172 4.0 4.0 0.53 0.289 4.75982194639 0.554855017645 0.0 inf 300.0 -0.00366263395163 0.5 1.0 -0.00341209319994 0.5 1.0 -0.00296759440367 0.5 1.0 -0.00130814971647 0.5 1.0 -0.025120293504 0.5 1.0 1.0 3889.32202185
-0.353665886002 1.70953966283 1.11186391422 0.670854271357 2.9 3.26 1.966 1.0 -0.0276476316742 0.791943579678 23.8187841779 0.0944172074722 -0.666666666667 300.0 4.0 4.0 3.63786928611 0.97076 -0.789990851069 4.0 4.0 0.53 0.289 4.75821489382 0.556524133575 0.0 inf 300.0 -0.00366127284639 0.5 1.0 -0.00341178862591 0.5 1.0 -0.00296792812824 0.5 1.0 -0.00131691182562 0.5 1.0 -0.0250475795074 0.5 1.0 1.0 3888.37738085
-0.353701340592 1.70811603928 1.11276968239 0.675879396985 2.9 3.26 1.966 1.0 -0.0276504538594 0.792036921722 23.8231311039 0.0948929486439 -0.666666666667 300.0 4.0 4.0 3.63901585974 0.97076 -0.789673802147 4.0 4.0 0.53 0.289 4.75648683315 0.55840366889 0.0 inf 300.0 -0.00365973084364 0.5 1.0 -0.00341150696375 0.5 1.0 -0.0029682738209 0.5 1.0 -0.00132509849673 0.5 1.0 -0.0249719957327 0.5 1.0 1.0 3887.29934989
-0.353722700675 1.70624474193 1.1136183749 0.680904522613 2.9 3.26 1.966 1.0 -0.0276339621926 0.793008681922 23.8223178695 0.0952994878401 -0.666666666667 300.0 4.0 4.0 3.6401779948 0.97076 -0.789584877495 4.0 4.0 0.53 0.289 4.75430976209 0.560271483589 0.0 inf 300.0 -0.0036623385557 0.5 1.0 -0.00341140189796 0.5 1.0 -0.00296782056991 0.5 1.0 -0.0013330666631 0.5 1.0 -0.0249014193506 0.5 1.0 1.0 3886.09876491
-0.353761220832 1.70469010097 1.11431847995 0.685929648241 2.9 3.26 1.966 1.0 -0.0276380377095 0.793063888169 23.8278688875 0.0958039384854 -0.666666666667 300.0 4.0 4.0 3.64159057386 0.97076 -0.789291875787 4.0 4.0 0.53 0.289 4.75242045264 0.562505156703 0.0 inf 300.0 -0.00366002603803 0.5 1.0 -0.00341119633229 0.5 1.0 -0.00296826410993 0.5 1.0 -0.00133952398347 0.5 1.0 -0.0248205911772 0.5 1.0 1.0 3884.78776831
