# BB-cf_LYA_in_LYA_LYA_in_LYB_z_0_10-0-broadband_sky-scale-sky BB-cf_LYA_in_LYA_LYA_in_LYB_z_0_10-0-broadband_sky-sigma-sky BB-cf_z_0_10-0-broadband_sky-scale-sky BB-cf_z_0_10-0-broadband_sky-sigma-sky L0_hcd alpha_CIV(eff) alpha_LYA alpha_QSO alpha_SiII(1190) alpha_SiII(1193) alpha_SiII(1260) alpha_SiIII(1207) ap at bao_amp beta_CIV(eff) beta_LYA beta_QSO beta_SiII(1190) beta_SiII(1193) beta_SiII(1260) beta_SiIII(1207) beta_hcd bias_eta_CIV(eff) bias_eta_LYA bias_eta_QSO bias_eta_SiII(1190) bias_eta_SiII(1193) bias_eta_SiII(1260) bias_eta_SiIII(1207) bias_hcd dnl_arinyo_av dnl_arinyo_bv dnl_arinyo_kp dnl_arinyo_kv dnl_arinyo_q1 drp_QSO growth_rate par-binsize-cf_LYA_in_LYA_LYA_in_LYB_z_0_10 par-binsize-cf_z_0_10 par-binsize-xcf_LYA_in_LYB_z_0_10 par-binsize-xcf_z_0_10 per-binsize-cf_LYA_in_LYA_LYA_in_LYB_z_0_10 per-binsize-cf_z_0_10 per-binsize-xcf_LYA_in_LYB_z_0_10 per-binsize-xcf_z_0_10 qso_rad_asymmetry qso_rad_decrease qso_rad_lifetime qso_rad_strength sigmaNL_par sigmaNL_per sigma_velo_lorentz_QSO chi2
1.323539e-02 3.410890e+01 9.301143e-03 3.143633e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.081481e+00 1.000000e+00 2.700000e-01 1.674545e+00 2.611571e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.052269e-01 -5.080935e-03 -2.014000e-01 1.000000e+00 -2.633170e-03 -1.214548e-03 -2.214703e-03 -3.712622e-03 -5.034770e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.650638e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.210295e-01 6.369840e+00 3.240000e+00 6.878529e+00 9.691255e+03
1.323588e-02 3.410686e+01 9.301488e-03 3.143499e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.096296e+00 1.000000e+00 2.700000e-01 1.674491e+00 2.611502e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.049739e-01 -5.101166e-03 -2.013967e-01 1.000000e+00 -2.633223e-03 -1.213730e-03 -2.215703e-03 -3.710965e-03 -5.033106e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.671916e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.210206e-01 6.369840e+00 3.240000e+00 6.877974e+00 9.692062e+03
1.323691e-02 3.410300e+01 9.302403e-03 3.143195e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.111111e+00 1.000000e+00 2.700000e-01 1.674515e+00 2.611560e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.047297e-01 -5.121396e-03 -2.013954e-01 1.000000e+00 -2.633353e-03 -1.213006e-03 -2.216797e-03 -3.709363e-03 -5.031747e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.680626e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.208412e-01 6.369840e+00 3.240000e+00 6.878067e+00 9.693087e+03
1.323734e-02 3.410057e+01 9.302700e-03 3.143023e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.125926e+00 1.000000e+00 2.700000e-01 1.674573e+00 2.611532e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.044513e-01 -5.141598e-03 -2.013950e-01 1.000000e+00 -2.633460e-03 -1.212290e-03 -2.217612e-03 -3.708028e-03 -5.030587e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.712393e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.206680e-01 6.369840e+00 3.240000e+00 6.877694e+00 9.694258e+03
1.323813e-02 3.409703e+01 9.303376e-03 3.142754e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.140741e+00 1.000000e+00 2.700000e-01 1.674619e+00 2.611570e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.041844e-01 -5.159838e-03 -2.013937e-01 1.000000e+00 -2.633632e-03 -1.211688e-03 -2.218541e-03 -3.706691e-03 -5.029514e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.736013e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.204215e-01 6.369840e+00 3.240000e+00 6.877670e+00 9.695510e+03
1.323894e-02 3.409330e+01 9.304089e-03 3.142468e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.155556e+00 1.000000e+00 2.700000e-01 1.674620e+00 2.611619e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.039051e-01 -5.175983e-03 -2.013909e-01 1.000000e+00 -2.633762e-03 -1.211117e-03 -2.219399e-03 -3.705478e-03 -5.028432e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.760737e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.201735e-01 6.369840e+00 3.240000e+00 6.877675e+00 9.696786e+03
1.323977e-02 3.408927e+01 9.304855e-03 3.142164e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.170370e+00 1.000000e+00 2.700000e-01 1.674552e+00 2.611675e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.036223e-01 -5.189226e-03 -2.013857e-01 1.000000e+00 -2.633873e-03 -1.210601e-03 -2.220203e-03 -3.704363e-03 -5.027277e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.785319e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.199398e-01 6.369840e+00 3.240000e+00 6.877676e+00 9.698045e+03
1.324061e-02 3.408500e+01 9.305655e-03 3.141842e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.185185e+00 1.000000e+00 2.700000e-01 1.674396e+00 2.611739e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.033381e-01 -5.199085e-03 -2.013777e-01 1.000000e+00 -2.633947e-03 -1.210133e-03 -2.220968e-03 -3.703358e-03 -5.025999e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.808703e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.197342e-01 6.369840e+00 3.240000e+00 6.877636e+00 9.699255e+03
1.324669e-02 3.407770e+01 9.312071e-03 3.141281e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.037037e-01 1.200000e+00 1.000000e+00 2.700000e-01 1.670192e+00 2.611393e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.054008e-01 -5.185731e-03 -2.012153e-01 1.000000e+00 -2.633766e-03 -1.211704e-03 -2.220528e-03 -3.709214e-03 -5.007648e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.775253e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.210337e-01 6.369840e+00 3.240000e+00 6.874502e+00 9.700401e+03
1.320447e-02 3.407633e+01 9.273466e-03 3.138230e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 8.000000e-01 1.000000e+00 2.700000e-01 1.709998e+00 2.637411e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.113557e-01 -4.934070e-03 -2.026509e-01 1.000000e+00 -2.660983e-03 -1.255936e-03 -2.178161e-03 -3.744251e-03 -5.156080e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 1.020570e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 6.731210e-01 6.369840e+00 3.240000e+00 6.936950e+00 9.753090e+03
1.320790e-02 3.406997e+01 9.277987e-03 3.137468e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 8.148148e-01 1.000000e+00 2.700000e-01 1.706647e+00 2.634990e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.110508e-01 -4.912704e-03 -2.025287e-01 1.000000e+00 -2.655049e-03 -1.249264e-03 -2.175174e-03 -3.740753e-03 -5.147700e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 1.022009e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 6.781525e-01 6.369840e+00 3.240000e+00 6.928224e+00 9.746020e+03
1.321059e-02 3.407531e+01 9.280499e-03 3.138117e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 8.296296e-01 1.000000e+00 2.700000e-01 1.703332e+00 2.632295e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.104891e-01 -4.901939e-03 -2.024159e-01 1.000000e+00 -2.650882e-03 -1.245062e-03 -2.173131e-03 -3.740497e-03 -5.138182e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 1.017073e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 6.831429e-01 6.369840e+00 3.240000e+00 6.922284e+00 9.739087e+03
1.321330e-02 3.408051e+01 9.282964e-03 3.138779e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 8.444445e-01 1.000000e+00 2.700000e-01 1.700106e+00 2.629589e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.099465e-01 -4.898905e-03 -2.023050e-01 1.000000e+00 -2.647146e-03 -1.241129e-03 -2.171161e-03 -3.739893e-03 -5.128496e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 1.011731e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 6.880326e-01 6.369840e+00 3.240000e+00 6.916774e+00 9.732315e+03
1.321596e-02 3.408554e+01 9.285334e-03 3.139446e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 8.592592e-01 1.000000e+00 2.700000e-01 1.696975e+00 2.626931e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.094315e-01 -4.901707e-03 -2.021967e-01 1.000000e+00 -2.643890e-03 -1.237502e-03 -2.169330e-03 -3.738942e-03 -5.118728e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 1.006307e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 6.927651e-01 6.369840e+00 3.240000e+00 6.911677e+00 9.725761e+03
1.321848e-02 3.409040e+01 9.287551e-03 3.140110e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 8.740741e-01 1.000000e+00 2.700000e-01 1.693964e+00 2.624379e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.089499e-01 -4.908502e-03 -2.020921e-01 1.000000e+00 -2.641109e-03 -1.234192e-03 -2.167719e-03 -3.737682e-03 -5.108999e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 1.000996e-01 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 6.972767e-01 6.369840e+00 3.240000e+00 6.906978e+00 9.719502e+03
1.322082e-02 3.409500e+01 9.289565e-03 3.140758e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 8.888889e-01 1.000000e+00 2.700000e-01 1.691103e+00 2.621987e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.085069e-01 -4.917758e-03 -2.019928e-01 1.000000e+00 -2.638773e-03 -1.231195e-03 -2.166389e-03 -3.736166e-03 -5.099448e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.959180e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.015071e-01 6.369840e+00 3.240000e+00 6.902652e+00 9.713625e+03
1.322296e-02 3.409917e+01 9.291381e-03 3.141366e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 9.037037e-01 1.000000e+00 2.700000e-01 1.688430e+00 2.619841e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.081316e-01 -4.928836e-03 -2.018999e-01 1.000000e+00 -2.636724e-03 -1.228388e-03 -2.165508e-03 -3.734535e-03 -5.090182e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.909941e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.053482e-01 6.369840e+00 3.240000e+00 6.898812e+00 9.708208e+03
1.322476e-02 3.410332e+01 9.292881e-03 3.141968e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 9.185185e-01 1.000000e+00 2.700000e-01 1.685954e+00 2.617849e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.077622e-01 -4.939699e-03 -2.018149e-01 1.000000e+00 -2.635117e-03 -1.225965e-03 -2.164699e-03 -3.732681e-03 -5.081386e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.863961e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.089205e-01 6.369840e+00 3.240000e+00 6.895072e+00 9.703312e+03
1.322624e-02 3.410711e+01 9.294060e-03 3.142529e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 9.333333e-01 1.000000e+00 2.700000e-01 1.683699e+00 2.616094e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.074338e-01 -4.950518e-03 -2.017380e-01 1.000000e+00 -2.633802e-03 -1.223811e-03 -2.164267e-03 -3.730723e-03 -5.073097e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.822410e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.121064e-01 6.369840e+00 3.240000e+00 6.891591e+00 9.698975e+03
1.322740e-02 3.411055e+01 9.294933e-03 3.143042e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 9.481481e-01 1.000000e+00 2.700000e-01 1.681671e+00 2.614577e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.071462e-01 -4.961234e-03 -2.016693e-01 1.000000e+00 -2.632748e-03 -1.221921e-03 -2.164184e-03 -3.728676e-03 -5.065369e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.787556e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.149022e-01 6.369840e+00 3.240000e+00 6.888355e+00 9.695215e+03
1.322842e-02 3.411325e+01 9.295718e-03 3.143478e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 9.629630e-01 1.000000e+00 2.700000e-01 1.679893e+00 2.613381e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.069538e-01 -4.969819e-03 -2.016087e-01 1.000000e+00 -2.631844e-03 -1.220203e-03 -2.164178e-03 -3.726445e-03 -5.058279e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.746120e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.171871e-01 6.369840e+00 3.240000e+00 6.885826e+00 9.692037e+03
1.322917e-02 3.411568e+01 9.296223e-03 3.143875e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 9.777778e-01 1.000000e+00 2.700000e-01 1.678329e+00 2.612338e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.067399e-01 -4.979643e-03 -2.015563e-01 1.000000e+00 -2.631118e-03 -1.218685e-03 -2.164320e-03 -3.724255e-03 -5.051861e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.716315e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.192121e-01 6.369840e+00 3.240000e+00 6.883310e+00 9.689437e+03
1.322972e-02 3.411761e+01 9.296539e-03 3.144215e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 9.925926e-01 1.000000e+00 2.700000e-01 1.676990e+00 2.611496e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.065408e-01 -4.989694e-03 -2.015118e-01 1.000000e+00 -2.630522e-03 -1.217311e-03 -2.164569e-03 -3.722010e-03 -5.046126e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.692942e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.208812e-01 6.369840e+00 3.240000e+00 6.881098e+00 9.687406e+03
1.323028e-02 3.411867e+01 9.296891e-03 3.144402e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 1.007407e+00 1.000000e+00 2.700000e-01 1.675991e+00 2.610900e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.062065e-01 -4.996772e-03 -2.014806e-01 1.000000e+00 -2.630011e-03 -1.216066e-03 -2.166399e-03 -3.719549e-03 -5.041779e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.678201e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.221622e-01 6.369840e+00 3.240000e+00 6.879042e+00 9.685935e+03
1.323069e-02 3.411958e+01 9.297089e-03 3.144622e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 1.022222e+00 1.000000e+00 2.700000e-01 1.675040e+00 2.610426e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.059682e-01 -5.006516e-03 -2.014495e-01 1.000000e+00 -2.629609e-03 -1.214933e-03 -2.167142e-03 -3.717307e-03 -5.037391e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.671240e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.231884e-01 6.369840e+00 3.240000e+00 6.877334e+00 9.685004e+03
1.323113e-02 3.411942e+01 9.297354e-03 3.144702e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 1.037037e+00 1.000000e+00 2.700000e-01 1.674410e+00 2.610088e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.057337e-01 -5.020725e-03 -2.014285e-01 1.000000e+00 -2.629395e-03 -1.213915e-03 -2.168180e-03 -3.715256e-03 -5.033892e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.669102e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.238683e-01 6.369840e+00 3.240000e+00 6.876041e+00 9.684589e+03
1.323583e-02 3.412122e+01 9.301811e-03 3.145210e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 1.051852e+00 1.000000e+00 2.700000e-01 1.670002e+00 2.609279e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.074093e-01 -5.042303e-03 -2.012574e-01 1.000000e+00 -2.625680e-03 -1.210575e-03 -2.168923e-03 -3.715073e-03 -5.014203e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.661394e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.258098e-01 6.369840e+00 3.240000e+00 6.872738e+00 9.684651e+03
1.323763e-02 3.411629e+01 9.303357e-03 3.144732e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 1.066667e+00 1.000000e+00 2.700000e-01 1.670197e+00 2.609531e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.065125e-01 -5.051092e-03 -2.012708e-01 1.000000e+00 -2.628403e-03 -1.212772e-03 -2.169068e-03 -3.717445e-03 -5.014525e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.628104e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.257177e-01 6.369840e+00 3.240000e+00 6.870340e+00 9.685133e+03
1.323786e-02 3.411364e+01 9.303547e-03 3.144537e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 1.081481e+00 1.000000e+00 2.700000e-01 1.670176e+00 2.609508e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.063445e-01 -5.069773e-03 -2.012685e-01 1.000000e+00 -2.628482e-03 -1.212046e-03 -2.170424e-03 -3.715725e-03 -5.012958e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.644135e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.256784e-01 6.369840e+00 3.240000e+00 6.869926e+00 9.685971e+03
1.323818e-02 3.411076e+01 9.303840e-03 3.144306e+01 1.000000e+01 1.000000e+00 2.900000e+00 1.440000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 9.185185e-01 1.096296e+00 1.000000e+00 2.700000e-01 1.670196e+00 2.609532e-01 5.000000e-01 5.000000e-01 5.000000e-01 5.000000e-01 7.062029e-01 -5.088970e-03 -2.012665e-01 1.000000e+00 -2.628650e-03 -1.211433e-03 -2.171812e-03 -3.714200e-03 -5.011528e-02 5.378000e-01 1.607000e+00 1.947000e+01 1.114540e+00 8.558000e-01 9.667978e-02 9.703862e-01 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 4.000000e+00 0.000000e+00 3.000000e+02 inf 7.255046e-01 6.369840e+00 3.240000e+00 6.869608e+00 9.687093e+03
