#bias_lya*(1+beta_lya) beta_lya ap at alpha SigmaNL_perp 1+f bao_amp bias_lls beta_lls L0_lls bias_gamma bias_prim kappa0 Lpar_auto Lper_auto bias_Si3 beta_Si3 bias_Si2a beta_Si2a bias_Si2b beta_Si2b bias_Si2c beta_Si2c bias_CIVa beta_CIVa chi2
-0.32475660034 1.6626102551 0.875 1.22 2.9 3.26 1.966 1.0 -0.0281962456292 0.669157268534 24.2061746944 0.103553749414 -0.666666666667 300.0 4.0 4.0 -0.00337678715398 0.5 -0.00437747412792 0.5 -0.00347506739354 0.5 -0.00156581857895 0.5 -0.0199999917484 0.5 1577.13325281
-0.324823214194 1.66165305854 0.875 1.26 2.9 3.26 1.966 1.0 -0.0282173241299 0.669377560056 24.2012521925 0.104739532623 -0.666666666667 300.0 4.0 4.0 -0.00338138133044 0.5 -0.00437207124406 0.5 -0.00347172204196 0.5 -0.00156378271115 0.5 -0.0199998701175 0.5 1576.63231077
-0.324890759465 1.66036156714 0.875 1.3 2.9 3.26 1.966 1.0 -0.028230573932 0.669884671042 24.198714963 0.105960856827 -0.666666666667 300.0 4.0 4.0 -0.00338610930724 0.5 -0.00436638514677 0.5 -0.00346807384654 0.5 -0.0015620686267 0.5 -0.0199994326733 0.5 1575.92222538
-0.324956428473 1.65881602517 0.875 1.34 2.9 3.26 1.966 1.0 -0.0282443199179 0.669872606953 24.1957432661 0.107144109366 -0.666666666667 300.0 4.0 4.0 -0.00339024757455 0.5 -0.00436189235673 0.5 -0.00346567822528 0.5 -0.00155967624878 0.5 -0.019998952686 0.5 1575.1011955
-0.325000447627 1.65755609618 0.875 1.38 2.9 3.26 1.966 1.0 -0.0282758057224 0.668644110048 24.1947426449 0.108092350019 -0.666666666667 300.0 4.0 4.0 -0.00339240326416 0.5 -0.00436172700432 0.5 -0.00346745951156 0.5 -0.00157268926369 0.5 -0.019999848385 0.5 1574.33179881
-0.325073912857 1.65599121171 0.875 1.42 2.9 3.26 1.966 1.0 -0.0282894060064 0.669379165381 24.2019306883 0.109228052169 -0.666666666667 300.0 4.0 4.0 -0.00338926651527 0.5 -0.00435526378469 0.5 -0.00346267839154 0.5 -0.00156620413036 0.5 -0.0199999834859 0.5 1573.77989554
-0.325121313389 1.65485550751 0.875 1.46 2.9 3.26 1.966 1.0 -0.0282970241812 0.669196569457 24.201673163 0.110079122544 -0.666666666667 300.0 4.0 4.0 -0.00339192224181 0.5 -0.00435102898623 0.5 -0.00346012738785 0.5 -0.00156804887614 0.5 -0.0199998186214 0.5 1573.56181211
-0.325151635373 1.6543103084 0.875 1.5 2.9 3.26 1.966 1.0 -0.0283070109896 0.66941949162 24.1987879461 0.110879202981 -0.666666666667 300.0 4.0 4.0 -0.00339465907235 0.5 -0.0043478245391 0.5 -0.00345624654263 0.5 -0.00157129536147 0.5 -0.0199998013476 0.5 1573.71935843
-0.323706615779 1.68225775155 0.9 0.7 2.9 3.26 1.966 1.0 -0.0276917029737 0.669086686733 24.1732391429 0.087367820684 -0.666666666667 300.0 4.0 4.0 -0.00340572969917 0.5 -0.00438406617435 0.5 -0.00346408408149 0.5 -0.00138533136369 0.5 -0.0199999912164 0.5 1604.71350859
-0.323835786425 1.67872180223 0.9 0.74 2.9 3.26 1.966 1.0 -0.0278612808416 0.668883407981 24.2134681595 0.0898280134306 -0.666666666667 300.0 4.0 4.0 -0.00336574214805 0.5 -0.00438696370574 0.5 -0.00347227634785 0.5 -0.00138588314789 0.5 -0.0199998869712 0.5 1599.8541163
-0.323960651413 1.67602529547 0.9 0.78 2.9 3.26 1.966 1.0 -0.0279931931753 0.668779395223 24.2428325683 0.0918590434603 -0.666666666667 300.0 4.0 4.0 -0.00333487245076 0.5 -0.00439017045549 0.5 -0.00347857842071 0.5 -0.00138902363873 0.5 -0.0199999715643 0.5 1595.31189982
-0.324066027321 1.6742943005 0.9 0.82 2.9 3.26 1.966 1.0 -0.0281002405219 0.66877051809 24.2630732345 0.0934906141015 -0.666666666667 300.0 4.0 4.0 -0.0033111338668 0.5 -0.0043930098607 0.5 -0.00348458310701 0.5 -0.0013924098685 0.5 -0.0199997939985 0.5 1591.25465167
-0.324176957636 1.67214930421 0.9 0.86 2.9 3.26 1.966 1.0 -0.0281851276407 0.668438315206 24.276208709 0.0952070470938 -0.666666666667 300.0 4.0 4.0 -0.00329469458995 0.5 -0.00439689400273 0.5 -0.00349125699431 0.5 -0.00139183960122 0.5 -0.0199999996153 0.5 1586.98854909
-0.324326861749 1.66939335802 0.9 0.9 2.9 3.26 1.966 1.0 -0.02819127865 0.669804040581 24.2739411025 0.0971195834636 -0.666666666667 300.0 4.0 4.0 -0.0033023271951 0.5 -0.00439362027826 0.5 -0.00349055586131 0.5 -0.00139438016729 0.5 -0.0199997481937 0.5 1582.60068387
-0.324429096707 1.66724066951 0.9 0.94 2.9 3.26 1.966 1.0 -0.0282517506863 0.668899778983 24.2759866004 0.0985626614888 -0.666666666667 300.0 4.0 4.0 -0.00329937844557 0.5 -0.00439460596391 0.5 -0.00349184682286 0.5 -0.00139873378065 0.5 -0.0199991670872 0.5 1578.79578366
-0.324559767364 1.66536788909 0.9 0.98 2.9 3.26 1.966 1.0 -0.0282620597762 0.67066892703 24.2733997909 0.100364950173 -0.666666666667 300.0 4.0 4.0 -0.0033040974582 0.5 -0.00438924640926 0.5 -0.00348706283198 0.5 -0.00139475230728 0.5 -0.0199996460187 0.5 1576.03695169
-0.324662784941 1.66468390323 0.9 1.02 2.9 3.26 1.966 1.0 -0.0282724241084 0.671425198973 24.2609092491 0.101690012536 -0.666666666667 300.0 4.0 4.0 -0.00331454797603 0.5 -0.00438481737759 0.5 -0.00348318492527 0.5 -0.00139152612201 0.5 -0.019999515617 0.5 1574.32888469
-0.324726470249 1.66472174621 0.9 1.06 2.9 3.26 1.966 1.0 -0.028287355551 0.671865042761 24.248057485 0.102848719896 -0.666666666667 300.0 4.0 4.0 -0.00332724499016 0.5 -0.00438112820867 0.5 -0.00348478790582 0.5 -0.00138871041338 0.5 -0.0199997533851 0.5 1573.44396854
-0.324791168908 1.66473652515 0.9 1.1 2.9 3.26 1.966 1.0 -0.0282990041025 0.672466832305 24.2377553913 0.103956247518 -0.666666666667 300.0 4.0 4.0 -0.00333761462704 0.5 -0.0043755615887 0.5 -0.00348208215595 0.5 -0.00138542894838 0.5 -0.0199988064536 0.5 1573.11555282
-0.324847425877 1.66467654507 0.9 1.14 2.9 3.26 1.966 1.0 -0.0283097353992 0.672169788712 24.2214873249 0.10492358879 -0.666666666667 300.0 4.0 4.0 -0.00334971665021 0.5 -0.00436992647901 0.5 -0.00347792918765 0.5 -0.00138584794989 0.5 -0.0199997783427 0.5 1573.09431992
-0.324903005362 1.66444495452 0.9 1.18 2.9 3.26 1.966 1.0 -0.0283246534503 0.672150998485 24.211651193 0.105977118054 -0.666666666667 300.0 4.0 4.0 -0.00335809941078 0.5 -0.00436428506679 0.5 -0.00347418472022 0.5 -0.0013851134917 0.5 -0.0199999968112 0.5 1573.15337188
-0.324956777526 1.66384748322 0.9 1.22 2.9 3.26 1.966 1.0 -0.0283441318977 0.672213880152 24.2073639035 0.107057966388 -0.666666666667 300.0 4.0 4.0 -0.00336158928331 0.5 -0.00436012826109 0.5 -0.00347230887658 0.5 -0.00138236823862 0.5 -0.0199998925527 0.5 1573.10519187
-0.325025317616 1.66265304134 0.9 1.26 2.9 3.26 1.966 1.0 -0.0283485991188 0.671603658561 24.1999625907 0.108101850179 -0.666666666667 300.0 4.0 4.0 -0.00337426695556 0.5 -0.00435297499956 0.5 -0.00346453431797 0.5 -0.00138568386824 0.5 -0.0199998247993 0.5 1572.84318165
-0.32508542085 1.66145955737 0.9 1.3 2.9 3.26 1.966 1.0 -0.0283560180535 0.672378459746 24.199490952 0.109190769722 -0.666666666667 300.0 4.0 4.0 -0.00337493708908 0.5 -0.00434929387254 0.5 -0.00346230863484 0.5 -0.0013875757395 0.5 -0.0199986947457 0.5 1572.37231293
-0.325141125992 1.65980518134 0.9 1.34 2.9 3.26 1.966 1.0 -0.0283719648067 0.672439991192 24.1985310943 0.11029190438 -0.666666666667 300.0 4.0 4.0 -0.00337889721222 0.5 -0.00434521166756 0.5 -0.00346204525479 0.5 -0.00139291019927 0.5 -0.0199999863563 0.5 1571.80314259
-0.325190128374 1.65810875036 0.9 1.38 2.9 3.26 1.966 1.0 -0.0283825754117 0.672142947456 24.2025037239 0.111243218402 -0.666666666667 300.0 4.0 4.0 -0.00337798915594 0.5 -0.00434125422182 0.5 -0.00345634220371 0.5 -0.00139645832412 0.5 -0.0199999412773 0.5 1571.30403696
-0.325242382421 1.6568773693 0.9 1.42 2.9 3.26 1.966 1.0 -0.0283972531508 0.671913270147 24.2035604241 0.11220133796 -0.666666666667 300.0 4.0 4.0 -0.00337982084751 0.5 -0.0043379076909 0.5 -0.003454493232 0.5 -0.00140032092354 0.5 -0.0199999873266 0.5 1571.03687564
-0.325277375888 1.65573170541 0.9 1.46 2.9 3.26 1.966 1.0 -0.0284090043854 0.672571300921 24.203751838 0.112971985162 -0.666666666667 300.0 4.0 4.0 -0.00338170525307 0.5 -0.00433375397636 0.5 -0.00345147749878 0.5 -0.00140996481295 0.5 -0.0199999357055 0.5 1571.10783154
-0.325321342891 1.65529720047 0.9 1.5 2.9 3.26 1.966 1.0 -0.0284369485704 0.671646775345 24.2146936191 0.113646160351 -0.666666666667 300.0 4.0 4.0 -0.00337324149427 0.5 -0.00433059049219 0.5 -0.00345000382687 0.5 -0.00141315997847 0.5 -0.019997436418 0.5 1571.54680784
-0.323978259065 1.68450001702 0.925 0.7 2.9 3.26 1.966 1.0 -0.0279159544751 0.672877530904 24.1810549521 0.0919887200891 -0.666666666667 300.0 4.0 4.0 -0.00338494546186 0.5 -0.00436452258175 0.5 -0.00346429838658 0.5 -0.00120362326153 0.5 -0.0199994770996 0.5 1599.08922814
-0.324090077779 1.68059203675 0.925 0.74 2.9 3.26 1.966 1.0 -0.0280788198477 0.672617855824 24.2209513262 0.0941704720032 -0.666666666667 300.0 4.0 4.0 -0.00334436731976 0.5 -0.00436841521901 0.5 -0.00347184060446 0.5 -0.00120843611356 0.5 -0.0199999976687 0.5 1594.1317169
-0.324223986495 1.67773075724 0.925 0.78 2.9 3.26 1.966 1.0 -0.0281910029404 0.672446694008 24.2507217731 0.0961297923249 -0.666666666667 300.0 4.0 4.0 -0.00331604800953 0.5 -0.00437092310096 0.5 -0.0034786272524 0.5 -0.00121522899705 0.5 -0.0199999955025 0.5 1589.46573402
-0.324333165318 1.67554347566 0.925 0.82 2.9 3.26 1.966 1.0 -0.02827332999 0.671746766836 24.2682137639 0.0975842183949 -0.666666666667 300.0 4.0 4.0 -0.00329901541545 0.5 -0.00437413578104 0.5 -0.00348338850729 0.5 -0.00122064999599 0.5 -0.0199999745433 0.5 1585.27286034
-0.324451196104 1.67291111634 0.925 0.86 2.9 3.26 1.966 1.0 -0.0283214829748 0.672814635568 24.2743697893 0.0992757716298 -0.666666666667 300.0 4.0 4.0 -0.00329274684114 0.5 -0.00437511540768 0.5 -0.00348616628604 0.5 -0.00122368223455 0.5 -0.0199994225917 0.5 1580.92430772
-0.324576344342 1.67003329429 0.925 0.9 2.9 3.26 1.966 1.0 -0.0283526255183 0.672513272091 24.276887046 0.100972962119 -0.666666666667 300.0 4.0 4.0 -0.00329482610467 0.5 -0.00437537742834 0.5 -0.00348709965793 0.5 -0.00122813690768 0.5 -0.0199999999385 0.5 1576.58612971
-0.324692617445 1.66764032022 0.925 0.94 2.9 3.26 1.966 1.0 -0.0283716104688 0.673314990007 24.274617919 0.10247737338 -0.666666666667 300.0 4.0 4.0 -0.00330161459992 0.5 -0.00437323482883 0.5 -0.00348583168087 0.5 -0.00122726388947 0.5 -0.0199997000035 0.5 1572.98269225
-0.32479374534 1.66632394203 0.925 0.98 2.9 3.26 1.966 1.0 -0.0283806660544 0.673646347634 24.2649554946 0.103970362506 -0.666666666667 300.0 4.0 4.0 -0.00330858803532 0.5 -0.00437144879891 0.5 -0.00348558243657 0.5 -0.0012317976911 0.5 -0.0199999937858 0.5 1570.53857758
-0.324874003588 1.66573287396 0.925 1.02 2.9 3.26 1.966 1.0 -0.0284076056873 0.673660643348 24.2589081472 0.105214704562 -0.666666666667 300.0 4.0 4.0 -0.0033143408537 0.5 -0.00436830766696 0.5 -0.00348518496803 0.5 -0.00123386087588 0.5 -0.0199999935039 0.5 1569.20348131
-0.324940624052 1.66542883041 0.925 1.06 2.9 3.26 1.966 1.0 -0.0284198941565 0.674358904949 24.2434577907 0.106400646955 -0.666666666667 300.0 4.0 4.0 -0.00332471748034 0.5 -0.00436172772899 0.5 -0.00348162671573 0.5 -0.0012321345067 0.5 -0.0199997584009 0.5 1568.70451
-0.325000044754 1.66575982152 0.925 1.1 2.9 3.26 1.966 1.0 -0.0284282029278 0.675128973096 24.2363377385 0.107306105129 -0.666666666667 300.0 4.0 4.0 -0.00333048976209 0.5 -0.00435816383599 0.5 -0.00347817812603 0.5 -0.00123652369305 0.5 -0.01999999148 0.5 1568.74200918
-0.325046183873 1.66603083133 0.925 1.14 2.9 3.26 1.966 1.0 -0.0284363059409 0.675021097193 24.2233280156 0.108159618241 -0.666666666667 300.0 4.0 4.0 -0.00333747555485 0.5 -0.00435290929902 0.5 -0.00347466595925 0.5 -0.00124137602412 0.5 -0.0199993676865 0.5 1569.04975233
-0.325113298888 1.66537513301 0.925 1.18 2.9 3.26 1.966 1.0 -0.0284388507363 0.675156169454 24.2162932439 0.109227041165 -0.666666666667 300.0 4.0 4.0 -0.00334880494581 0.5 -0.00434622266845 0.5 -0.00346958386941 0.5 -0.00124489423107 0.5 -0.0199996036281 0.5 1569.39706202
-0.325160388988 1.6645078308 0.925 1.22 2.9 3.26 1.966 1.0 -0.0284578933549 0.674933767331 24.2135181438 0.11004454255 -0.666666666667 300.0 4.0 4.0 -0.00335329132544 0.5 -0.00434419160591 0.5 -0.00346728943696 0.5 -0.00124705401722 0.5 -0.0199985571617 0.5 1569.60634026
-0.325185399113 1.66371813591 0.925 1.26 2.9 3.26 1.966 1.0 -0.0284761879711 0.674222885679 24.2079644099 0.11079809065 -0.666666666667 300.0 4.0 4.0 -0.00335267842142 0.5 -0.0043366428618 0.5 -0.00345792932153 0.5 -0.00125047605258 0.5 -0.019999323384 0.5 1569.5871071
-0.325252159867 1.66217324075 0.925 1.3 2.9 3.26 1.966 1.0 -0.0284730506123 0.674686724108 24.2038606464 0.112013496283 -0.666666666667 300.0 4.0 4.0 -0.00336254516305 0.5 -0.00433297269932 0.5 -0.00345942019763 0.5 -0.00126100236532 0.5 -0.0199999801566 0.5 1569.36179306
-0.32530588717 1.66064426754 0.925 1.34 2.9 3.26 1.966 1.0 -0.0284829688514 0.674710536202 24.2058711467 0.113030568293 -0.666666666667 300.0 4.0 4.0 -0.00336423933242 0.5 -0.00432947021254 0.5 -0.00345789305193 0.5 -0.00126789015467 0.5 -0.0199999758808 0.5 1569.0532438
-0.325352872741 1.6591954776 0.925 1.38 2.9 3.26 1.966 1.0 -0.0284887578119 0.674774273158 24.2073767108 0.11394946745 -0.666666666667 300.0 4.0 4.0 -0.00336675844718 0.5 -0.00432588919816 0.5 -0.00345580144026 0.5 -0.00127501807894 0.5 -0.0199998504297 0.5 1568.83269878
-0.325402630922 1.65780513795 0.925 1.42 2.9 3.26 1.966 1.0 -0.0284937822311 0.67467710157 24.209912981 0.114836724613 -0.666666666667 300.0 4.0 4.0 -0.00336902946935 0.5 -0.00432297178555 0.5 -0.00345484709065 0.5 -0.00128458797425 0.5 -0.0199996084608 0.5 1568.85539349
-0.325428577824 1.65684597215 0.925 1.46 2.9 3.26 1.966 1.0 -0.0285047733898 0.674880258325 24.2096808792 0.115562859412 -0.666666666667 300.0 4.0 4.0 -0.00336763380753 0.5 -0.00431971687934 0.5 -0.00345289563073 0.5 -0.00129217861911 0.5 -0.0199997421233 0.5 1569.21645376
-0.325460780684 1.65612626444 0.925 1.5 2.9 3.26 1.966 1.0 -0.0285163184567 0.674276054846 24.215188259 0.116138422208 -0.666666666667 300.0 4.0 4.0 -0.00336826688947 0.5 -0.00431612239495 0.5 -0.00345055687189 0.5 -0.00130275681947 0.5 -0.0199999102686 0.5 1569.93372512
-0.324197165581 1.68593089199 0.95 0.7 2.9 3.26 1.966 1.0 -0.0281122553889 0.676196952271 24.1966891372 0.0958770547534 -0.666666666667 300.0 4.0 4.0 -0.00336525583468 0.5 -0.00434693294642 0.5 -0.00346186741123 0.5 -0.00108269968047 0.5 -0.0199999840186 0.5 1593.95510324
-0.32433542531 1.68177264578 0.95 0.74 2.9 3.26 1.966 1.0 -0.0282537140273 0.675492844742 24.2322685704 0.0979643747617 -0.666666666667 300.0 4.0 4.0 -0.00332710983119 0.5 -0.00435257634642 0.5 -0.0034718545946 0.5 -0.00109483637908 0.5 -0.0199999775321 0.5 1588.81362941
-0.324452678797 1.67868635728 0.95 0.78 2.9 3.26 1.966 1.0 -0.0283646242465 0.675142298215 24.261114051 0.099715327157 -0.666666666667 300.0 4.0 4.0 -0.00330069561602 0.5 -0.00435695212443 0.5 -0.00347823499546 0.5 -0.00110158231367 0.5 -0.0199999748105 0.5 1583.98769619
-0.324560612805 1.67588251676 0.95 0.82 2.9 3.26 1.966 1.0 -0.0284247503281 0.674359902373 24.2721648138 0.101148190172 -0.666666666667 300.0 4.0 4.0 -0.00329298562698 0.5 -0.0043608220248 0.5 -0.00348295480042 0.5 -0.00111404070856 0.5 -0.0199999809198 0.5 1579.66857115
-0.324667136395 1.67332844831 0.95 0.86 2.9 3.26 1.966 1.0 -0.0284577549728 0.674928835026 24.2825743057 0.102543837223 -0.666666666667 300.0 4.0 4.0 -0.00328727774323 0.5 -0.00436551304435 0.5 -0.00348044865286 0.5 -0.00112558487221 0.5 -0.0199999980056 0.5 1575.28711998
-0.32479352126 1.67045085323 0.95 0.9 2.9 3.26 1.966 1.0 -0.0284675913907 0.675799632592 24.2776487031 0.104291448105 -0.666666666667 300.0 4.0 4.0 -0.00329005565048 0.5 -0.00436014971024 0.5 -0.00348454186439 0.5 -0.00112284858838 0.5 -0.0199999942859 0.5 1571.07122485
-0.324901144861 1.6682669959 0.95 0.94 2.9 3.26 1.966 1.0 -0.0284800503687 0.675938862285 24.2743607112 0.105711416874 -0.666666666667 300.0 4.0 4.0 -0.00329521769459 0.5 -0.00435762669136 0.5 -0.00348459962572 0.5 -0.0011276050662 0.5 -0.0199993881835 0.5 1567.74440954
-0.324986339176 1.66689501949 0.95 0.98 2.9 3.26 1.966 1.0 -0.0285077639643 0.676214770026 24.2702975554 0.107001305972 -0.666666666667 300.0 4.0 4.0 -0.00329641126233 0.5 -0.00435721749902 0.5 -0.00348406697504 0.5 -0.00113528972353 0.5 -0.019996646758 0.5 1565.67934418
-0.32506428259 1.66640607265 0.95 1.02 2.9 3.26 1.966 1.0 -0.0285172290064 0.676907299398 24.2624372009 0.108202166383 -0.666666666667 300.0 4.0 4.0 -0.0033059424157 0.5 -0.00435487801667 0.5 -0.00348195851998 0.5 -0.00113921000913 0.5 -0.0199994190673 0.5 1564.76332019
-0.32513144811 1.66604110188 0.95 1.06 2.9 3.26 1.966 1.0 -0.0285252280961 0.676113084353 24.2482886052 0.109143864668 -0.666666666667 300.0 4.0 4.0 -0.00331951956507 0.5 -0.00435028849283 0.5 -0.00347764822586 0.5 -0.00114287253861 0.5 -0.0199992549811 0.5 1564.67615975
-0.325173922759 1.66626886884 0.95 1.1 2.9 3.26 1.966 1.0 -0.0285324277353 0.676776996759 24.237546903 0.110044613163 -0.666666666667 300.0 4.0 4.0 -0.0033284808685 0.5 -0.00434548695022 0.5 -0.00347388530397 0.5 -0.00115043128865 0.5 -0.0199988731671 0.5 1565.0888813
-0.325213596373 1.66593543209 0.95 1.14 2.9 3.26 1.966 1.0 -0.0285474245783 0.676276055477 24.2307589912 0.110865762144 -0.666666666667 300.0 4.0 4.0 -0.00333566727709 0.5 -0.00434100497215 0.5 -0.0034729371714 0.5 -0.00115739933478 0.5 -0.0199993586895 0.5 1565.72234698
-0.325246472521 1.66587269138 0.95 1.18 2.9 3.26 1.966 1.0 -0.0285534427243 0.676443777503 24.2246767281 0.111610831808 -0.666666666667 300.0 4.0 4.0 -0.00333152898736 0.5 -0.00433774502874 0.5 -0.00346895741266 0.5 -0.00116711508411 0.5 -0.0199977084897 0.5 1566.35036202
-0.32529054876 1.66511496425 0.95 1.22 2.9 3.26 1.966 1.0 -0.0285485691538 0.676943572181 24.2156209993 0.11245769548 -0.666666666667 300.0 4.0 4.0 -0.00334426568744 0.5 -0.00433088311339 0.5 -0.00346622685927 0.5 -0.0011746252443 0.5 -0.0199994404423 0.5 1566.80974408
-0.325355795488 1.6639021699 0.95 1.26 2.9 3.26 1.966 1.0 -0.0285471117417 0.677134354528 24.2171829868 0.113449568297 -0.666666666667 300.0 4.0 4.0 -0.00334800065835 0.5 -0.00432479776217 0.5 -0.00346086073676 0.5 -0.00118439079044 0.5 -0.0199995640675 0.5 1567.03001687
-0.325403610973 1.66239309991 0.95 1.3 2.9 3.26 1.966 1.0 -0.0285695056938 0.676880754695 24.2189357469 0.114301179982 -0.666666666667 300.0 4.0 4.0 -0.00334952881376 0.5 -0.00432393008048 0.5 -0.00345976618919 0.5 -0.00119143357074 0.5 -0.019998059519 0.5 1567.05189492
-0.325444254118 1.66080101283 0.95 1.34 2.9 3.26 1.966 1.0 -0.0285764628822 0.677169830845 24.2208328897 0.115324137657 -0.666666666667 300.0 4.0 4.0 -0.003349688455 0.5 -0.00431967706074 0.5 -0.00345957627149 0.5 -0.00120661445307 0.5 -0.0199986170628 0.5 1567.00706044
-0.325481838251 1.65939719633 0.95 1.38 2.9 3.26 1.966 1.0 -0.0285911231305 0.676269067336 24.2213505986 0.116113686152 -0.666666666667 300.0 4.0 4.0 -0.00335040598478 0.5 -0.00431535461642 0.5 -0.00345455738678 0.5 -0.00121670067924 0.5 -0.0199997789628 0.5 1567.06665609
-0.325509380444 1.65802598842 0.95 1.42 2.9 3.26 1.966 1.0 -0.0286102066682 0.677056918708 24.2303622316 0.117045442374 -0.666666666667 300.0 4.0 4.0 -0.00334323330623 0.5 -0.00430934905484 0.5 -0.00344811506758 0.5 -0.00122447600792 0.5 -0.0199997759621 0.5 1567.37783625
-0.325539935883 1.65736222471 0.95 1.46 2.9 3.26 1.966 1.0 -0.0286022898358 0.676311795179 24.225449388 0.117529186683 -0.666666666667 300.0 4.0 4.0 -0.00335065394548 0.5 -0.00430872706309 0.5 -0.00345052053991 0.5 -0.00123846273044 0.5 -0.019999806513 0.5 1568.02259883
-0.325557964862 1.65684536633 0.95 1.5 2.9 3.26 1.966 1.0 -0.0286089354423 0.676092865697 24.226329431 0.118028568986 -0.666666666667 300.0 4.0 4.0 -0.00335243268522 0.5 -0.00430660798392 0.5 -0.00344995378019 0.5 -0.00125103761757 0.5 -0.0199996234683 0.5 1569.00729621
-0.324410035997 1.68669516114 0.975 0.7 2.9 3.26 1.966 1.0 -0.0282746713932 0.678849985788 24.211779011 0.09910670764 -0.666666666667 300.0 4.0 4.0 -0.00334494705335 0.5 -0.00433541607099 0.5 -0.0034654443124 0.5 -0.00104531786069 0.5 -0.0199985163785 0.5 1589.45946128
-0.324527267316 1.68192443259 0.975 0.74 2.9 3.26 1.966 1.0 -0.0283864574338 0.679020563089 24.2430738345 0.101097133925 -0.666666666667 300.0 4.0 4.0 -0.00331832481511 0.5 -0.00434610480655 0.5 -0.00347828415055 0.5 -0.00106145986581 0.5 -0.0199984868325 0.5 1584.0770078
-0.324639122161 1.67868495693 0.975 0.78 2.9 3.26 1.966 1.0 -0.0284806273293 0.677472773825 24.2699498945 0.102584974437 -0.666666666667 300.0 4.0 4.0 -0.00329443325236 0.5 -0.00434698161694 0.5 -0.00347977098286 0.5 -0.00107034673747 0.5 -0.0199999879918 0.5 1579.08230172
-0.32474187697 1.67577642646 0.975 0.82 2.9 3.26 1.966 1.0 -0.0285254213376 0.676211384484 24.2772060717 0.103720707617 -0.666666666667 300.0 4.0 4.0 -0.00329014233413 0.5 -0.00435078868326 0.5 -0.00348171590256 0.5 -0.00108635674523 0.5 -0.019999943297 0.5 1574.67030272
-0.324849784452 1.67303961593 0.975 0.86 2.9 3.26 1.966 1.0 -0.0285544400152 0.67659268941 24.2834481805 0.105238013061 -0.666666666667 300.0 4.0 4.0 -0.00328481545379 0.5 -0.0043501684288 0.5 -0.0034833391571 0.5 -0.00109041561218 0.5 -0.0199999269181 0.5 1570.32257786
-0.324965641341 1.67024556903 0.975 0.9 2.9 3.26 1.966 1.0 -0.02855530847 0.677359567559 24.2800006064 0.106688697511 -0.666666666667 300.0 4.0 4.0 -0.00329077418084 0.5 -0.00435287597874 0.5 -0.00348768009187 0.5 -0.00109975296447 0.5 -0.0199982639847 0.5 1566.30900992
-0.32506796105 1.66789746546 0.975 0.94 2.9 3.26 1.966 1.0 -0.0285813129371 0.677677776727 24.2821745072 0.10817857015 -0.666666666667 300.0 4.0 4.0 -0.00329100507271 0.5 -0.00435179212521 0.5 -0.00348500639735 0.5 -0.00110899842296 0.5 -0.0199984590731 0.5 1563.33062055
-0.325149736176 1.6666643554 0.975 0.98 2.9 3.26 1.966 1.0 -0.0285890861581 0.677817641477 24.2753564747 0.109403231373 -0.666666666667 300.0 4.0 4.0 -0.00329905175666 0.5 -0.00434961265352 0.5 -0.00348435894424 0.5 -0.00111566054919 0.5 -0.019998438578 0.5 1561.6976562
-0.325216793933 1.66649528868 0.975 1.02 2.9 3.26 1.966 1.0 -0.0286198583811 0.678469165556 24.2756173534 0.110520760081 -0.666666666667 300.0 4.0 4.0 -0.00329720498265 0.5 -0.00434542588879 0.5 -0.00348261838545 0.5 -0.00112154967994 0.5 -0.0199995885009 0.5 1561.2307234
-0.325260428917 1.66654004649 0.975 1.06 2.9 3.26 1.966 1.0 -0.0286309585494 0.678681780156 24.2600581359 0.111353720785 -0.666666666667 300.0 4.0 4.0 -0.00330680869514 0.5 -0.00434325856168 0.5 -0.00347695442691 0.5 -0.00113010497501 0.5 -0.0199938981832 0.5 1561.56397342
-0.325299073229 1.66637732214 0.975 1.1 2.9 3.26 1.966 1.0 -0.0286455452677 0.678525307186 24.2549335417 0.11226626225 -0.666666666667 300.0 4.0 4.0 -0.00330932503729 0.5 -0.00434041820326 0.5 -0.00347782800002 0.5 -0.0011387101443 0.5 -0.0199997500171 0.5 1562.34345597
-0.325341093931 1.66607156168 0.975 1.14 2.9 3.26 1.966 1.0 -0.0286571578356 0.67846169409 24.2504483907 0.113048619924 -0.666666666667 300.0 4.0 4.0 -0.00331560001442 0.5 -0.00433433112414 0.5 -0.00347525777943 0.5 -0.00115056382351 0.5 -0.0199997580039 0.5 1563.28543121
-0.325375988439 1.66575498967 0.975 1.18 2.9 3.26 1.966 1.0 -0.0286323330749 0.678496869532 24.238431084 0.113643492753 -0.666666666667 300.0 4.0 4.0 -0.00332792554552 0.5 -0.00432969957908 0.5 -0.00346857563296 0.5 -0.00115829670537 0.5 -0.0199984116037 0.5 1564.1752336
-0.325403633653 1.66489772304 0.975 1.22 2.9 3.26 1.966 1.0 -0.0286501731404 0.677775797173 24.2362733819 0.11438683234 -0.666666666667 300.0 4.0 4.0 -0.00332982733231 0.5 -0.00432614088565 0.5 -0.00346767930536 0.5 -0.00117815822213 0.5 -0.0199997964226 0.5 1564.8698307
-0.325447417961 1.6639908559 0.975 1.26 2.9 3.26 1.966 1.0 -0.0286408041329 0.678141170702 24.2317355497 0.115134202805 -0.666666666667 300.0 4.0 4.0 -0.0033333325958 0.5 -0.00432066803051 0.5 -0.00346431360006 0.5 -0.00118468975478 0.5 -0.0199998726216 0.5 1565.32029171
